1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
"Durban Cookies, Single-Strain Pak",https://ddd33q3967xhi.cloudfront.net/fQAU9QH0G5nKqgAp_7E6mIo0zOs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faOZZ2QRBvECyNRDPoe0fk-7d3uM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fNJXXGbXT6zUArVRybLmg_huxton-durban-cookies.jpg,Available in one eighth and one gram paks,"This South African beauty is a wonderful, sweet smelling flower best known for its uplifting effects and medical-grade body relief. Enjoy Durban Cookies and find the energy and relief to get the most out of your day.",HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
Durban Haze,https://ddd33q3967xhi.cloudfront.net/UtDclEJkvtysNC3yWxIm5joK7b8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fDSm-NSzHUspG5jWadF1Tbd_vCDc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fGb5qzEgLT0KuPjmfsqyA_durban%2bhaze_dry%2bflower_bedford%2bgrow-3.jpg,Durban Haze is a very potent Sativa strain.,Durban Haze is a Sativa flower that may be effective for patients that require a boost of mental and physical energy. Patients that struggle with anxiety will want to proceed with caution when using this electrifying strain.,Bedford Grow,"From seed to patient, Bedford Grow upholds itself to the highest standards in plant care and quality products to provide therapeutic healing for the patients of Illinois."
Durban Poison,https://ddd33q3967xhi.cloudfront.net/hHeHMUdp7bdPNaoWpi9OhHdBPxs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fCrhHMzzcYHfrCPmmDukaYAasRKI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f4fzRXjMJRta9MBoXnwlg_durban.jpg,Sun grown and Certified Kind Organic,18.76% THC,GENESIS PHARMS,"Wholesaler, Producer, and Processor
541 505 8367

RSO PRODUCTS AVAILABLE NOW!
CBD/THC Whole Plant Concentrate 
Personal Massage Oil
Whole Plant Concentrate Vape Cartridge


We carry Sun grown and Organic Certified Kind Flowers. 
*SHISHKABERRY
*MASTER KUSH
*DURBAN POISON
*LEMON KUSH
*LEMON OG
*VIOLET DELIGHT
*GG4
*BLACKBERRY KUSH
*DEVILICIOUS 
*STARSHIP

MORE COMING SOON!"
Durban Poison,https://ddd33q3967xhi.cloudfront.net/GFC9tRB3da4_A0IkHPbDk0IK5Fk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fj9AMBKYjs386FeUs1DCwYq4qGKM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9C66LjWQuC4cuQglYsWJ_durb.jpg,,"A mind-blowing Sativa, CascadeHigh's Durban Poison is famous for its sweet aroma and its potent uplifting effects. One hit will send creativity roaming free with energy and happiness following close behind.",Cascade High,Our mission is to consciously and responsibly cultivate quality cannabis for a consistently enjoyable user experience.
Durban Poison,https://ddd33q3967xhi.cloudfront.net/MJDH190k5WLA0GxhKXr9Pw9KyZk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f6tYOOlCm07CCXhvOdvQdpHax7gc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fgzoiTqVzTDqJnb2GcBn0_Screen%2bShot%2b2017-10-05%2bat%2b2.00.37%2bPM.png,"earthy, sweet, pine","Sativa
Genetics: Landrace originating in
Durban, South Africa
Flavor: earthy, sweet, pine
High: uplifted, energetic, happy, euphoric",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Durban Poison,https://ddd33q3967xhi.cloudfront.net/PlMm261GTT1ACG_996e3Fao9pAk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fixhtPRjQCiDWeac9i7HGUNKUpd8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fid59lfg5QbiogS0ESzxW,"Coming from the South African port city of Durban, this strain is known for its sweet, earthy smell and buds packed with crystal trichomes.","Coming from the South African port city of Durban, this strain is known for its sweet, earthy smell and buds packed with crystal trichomes. Durban Poison can be very uplifting and energizing, which makes it a great daytime strain.",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Durban Poison,https://ddd33q3967xhi.cloudfront.net/7Fh6lZECyUxmw41Q0niCRd-5Kmo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fq0vA7VL_dQ5BAazHbGNqkGQmpFU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjIf6PBLTL33PCFtKtJxA_durban%2bpoison.jpg,"This full sativa has an earthy, pine taste and euphoric and energetic effects.","This full sativa has an earthy, pine taste and euphoric and energetic effects.",Royal Tree Gardens,"It all started in the Summer of 2013 with an idea and a dream. 

With the passing of Initiative 502 in the fall of 2013 came the realization that opportunity was at hand. Having had experience growing for the medical side of the industry and a true passion for the plant, Max, Ryan and Spencer came together and founded what is now Royal Tree Gardens.

In March 2014, without the certainty of being licensed by the state, we apprehensively signed a lease on a warehouse in Tacoma, WA, where together, over the next 7 months, we designed and built-out the warehouse from the ground up. Through countless hours of hard work and dedication, we were able to complete the majority of the build-out ourselves while concurrently developing a brand-centric business plan with a focus and commitment to quality. Starting with a blank canvas allowed us to combine our knowledge of the cannabis growing environment and design a truly top tier facility for our plants.

In December 2014, after countless obstacles and setbacks, and applicable permits in hand, we finally received our license from the Washington State Liquor Control Board and were given the go ahead to begin producing cannabis.

More recently, after months of unconditional labor, we have welcomed on Judd as a part of the ownership. Charlie, a Master Grower and brother of Co-Founder Max, has also been added as a part of the ownership team and brings invaluable experience and work ethic.

Presently, the team here at Royal Tree Gardens is working extremely hard to produce the highest quality cannabis for the recreational market here in Washington. We feel privileged to be working with so many close friends and are excited share with you our passion for the plant!"
"Durban Poison, Single-Strain Pak",https://ddd33q3967xhi.cloudfront.net/m6Qewj2kyKrbH3K325N01DJnSuc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fZRLrMWG8coLS-wsUuWsGk-vkvOg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0UrAhp9KT92s6xuKq37a_huxton-durban-poison.jpg,Available in one eighth and one gram paks,"A native to South Africa this genetic is a head-hitting go-getter. A mosaic mix of tan, lemon and earthy favors all accent a uniquely exhilarating vibe.",HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
Dutch Cookie Jar,https://ddd33q3967xhi.cloudfront.net/-Rtoy6L3DI33zbe_7m94CvElyUI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLRVX4zof4CyMsiAqJV3_VwHJ2Ds%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjEUQaKkFT9yEG1HW3kcX_dutchcookiejar3.png,A tried and true Double Dutch exclusive built for those with a sweet tooth.,"Quite possibly the most unique strain Double Dutch has to offer.  This mystery cut comes to us as a cross between a GSC (f.k.a. Girl Scout Cookies) female and an unknown male.  Simply saying Dutch Cookie Jar is your typical Cookies family strain would be an understatement.  The strain shows off traits of not just cookies, but baked goods of all sorts.  Sweet like a chocolate chip cookie, yet smooth like a red velvet cupcake, Dutch Cookie Jar doesn’t disappoint.",Double Dutch Farms,"We are two Dutch Brothers committed to setting an ethical, responsible example through research and advocacy in an effort to challenge the antiquated status quo of cannabis and its effects.
 
We are dedicated to building mutually-sustainable relationships between producers, stores, and communities in order to further the love, generosity, and acceptance that is the culture of cannabis.
 
Together, let’s move cannabis forward."
Dutch Treat,https://ddd33q3967xhi.cloudfront.net/A5sjdXYZc2Al-7bT2rjDZkmYUqI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fDmFfCCM5EQrT51BWuc8epjOlY6M%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fdbk36gaKQES2c69Uco9Q_dutch.jpg,"Experience: Energizing, euphoric & up-beat sativa high. Very psychoactive, one of our strongest THC strains.","Name hails from Amsterdam but it's been a popular strain in the PNW and Alaska for decades. Due to it's heritage the phenotypes can vary from being Indica to Sativa Dominant, our phenotype is sativa dominant with conical buds. Smells intensely of pine and ripe fruits with hints of lime and eucalyptus. Uplifting and creative high, good for day time activities as long as you can handle the strong psychoactive effects.",Western Cultured,"Our promise is to continuously learn, grow and share our experience with our communities, establishing Western Cultured as a shining symbol of excellence within the Cannabis industry by delivering the finest consciously-crafted cannabis products, operating with responsibility and dispelling antiquated notions surrounding cannabis culture."
