1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Snoop's Dream,https://ddd33q3967xhi.cloudfront.net/AjaUQEgueXrwT0H2xMiDQ4IcMTE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2foS66Ku6mtwFRtVQLOZJtXGKHt74%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fu3iEfjBSSX2z9lFYJptA_sd_flower.jpg,Snoop's Dream is named after the D O double G himself. Citrus fruity and pine flavor. Good body high with possible instant headiness.,"Indica Dominant Hybrid. (Master Kush x Blue Dream). This bud looks much like its Blue Dream parent exhibiting hairy orange dense nuggets. Aroma:: lemon, sweet blueberry and fresh pine. Effects:: muscle relaxation with cerebral boost.",Pioneer Nuggets,"Founded in December 2013, Pioneer Production and Processing LLC is a first of its kind Washington State licensed manufacturer of cannabis products.  Located in Arlington, where the pioneer trail ends... but the pioneer spirit has never left."
Snoops Dream,https://ddd33q3967xhi.cloudfront.net/7LcMANvwGPtDDpVcymgP4URNBf4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fer4NYXsylDuhuwTRGeVVSbKtYx8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fgvV17OOdRPOpE9gZGBjN_SnoopsDreamMACRO.jpg,"Berry, Buttery, Piney, Vanilla //// Blueberry, Sweet, Vanilla","Named after the hip-hop artist, Snoop Dogg, this strain is a cross of Snoop's favorite two strain; Blue Dream and Master Kush. Sweet berry flavors are there with a vanilla aftertaste that takes over on the exhale. This hybrid has a mild indica side, making it great for after work relaxation. Head effects can also be strong, but you will still find yourself able to function and accomplish tasks.",Cannabis Nation Cultivation,"What began as medical grow operation in Portland, Oregon, has emerged as a leader in Oregon's cannabis industry with a collection of dispensaries serving the Pacific Northwest.  Topping Leafly's ""Best of the Month"" list multiple times, we strive to continue to provide the highest-quality product and professionalism.

At Cannabis Nation dispensaries, our storefronts have been exquisitely designed with a unique open layout, allowing customers to take their time and enjoy browsing our plentiful selection of only the highest quality cannabis flower, much of which is still cultivated in-house, as well as top-shelf concentrates, edibles, topicals and tinctures.

Or, if you would prefer, our expert Budtenders will assist you personally.  Whether you are a first-time consumer, business professional, senior citizen, or OMMP cardholder, we will strive to ensure that any questions you have are answered and that you leave with the product that fits your needs and lifestyle.

With four dispensaries located in Beaverton, Seaside, Gresham, Oregon City and a fifth location coming soon to Sun River, our family of young entrepreneurs hopes that one day our company's name reflects reality.

Visit us soon and join the Cannabis Nation!"
Snoops Dream ,https://ddd33q3967xhi.cloudfront.net/HZbw92k_7JOVKxY8_6STJtNWjV0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fl4dCgAZtcck_7jjHW-ZI80JV_co%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fh9dPGsCDTdGPY1GhNd5H_snoop.jpg,Indica Dominant Hybrid,Snoop’s Dream is an indica-dominant hybrid of Blue Dream and Master Kush. Its medium size buds are coated in an orange fur resembling its parent strain Blue Dream. Its Kush flavor produces a sweet blueberry taste with undertones of fresh pine.,Outlaw Cannabis Company,"Twenty years of experience in the marijuana industry brings you a team of 20 Outlaw experts. As a result, our facility, growing practices and brand has been featured in leading industry trade publications.

Our staff is skilled in growing practices for indoor / outdoor productions. We provide quality cannabis that can reach potency up to 34% THC. Our investment in both a unique light deprivation process and high quality genetic lines yield a higher quality plant.

When an order is needed, the Outlaws will be there. We are one of the first in our industry to invest in Green Vault’s automated batcher, that packages our product in 700-1000 units per hour."
Sour Banana Sherbet,https://ddd33q3967xhi.cloudfront.net/Wkezt8S0MYAoHzaJ7JGlAsmH-70=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fgyB44QjZebpKV4EFcI7jI_Wk7VQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fZKbWydhuSkK8DqLW7d4B_Copy%2bof%2bSour%2bBanana%2bSherbert%2bshot%2b1%2b2017-03-11%2b00-13-00%2bC.jpg,Sour Diesel x Banana Sherbet,"This powerful hybrid from Crockett Family Farms is the result of crossing AJ’s Sour Diesel with Banana Sherbet.  Our pheno has hit 30.4% THC which means Sour Banana Sherbet is a heavy hitter, and it makes excellent concentrates. The terpene profile is a mix of sour fruit and diesel fuel flavors.  Great positive vibe type of high which, allows you to get work done while floating on a cloud.",Fox Hollow Flora,"The purpose of Fox Hollow Flora is to help humanity recover our inherited connection with cannabis by providing the world with flowers of utmost quality and products that represent our highest integrity.  Our motivation is forged by the hard truth that you will always get out exactly what you put in.  Our country is depending on us to set a standard for Pacific Northwest cannabis that will be unmatched by any other region in the world.  We accept this honor to represent the great state of Oregon in this special moment of our nation’s history. We will never take it for granted.

Core values at Fox Hollow Flora:

1.	Respect: Consideration for Humanity and the Earth.
2.	Integrity: Sincere in our decisions and Actions.
3.	Family and Community: We all have a Stack in this Together.
4.	Innovation: We will never limit ourselves to the Present."
Sour Diesel,https://ddd33q3967xhi.cloudfront.net/-VCQC6ftbBGiGGXUEladKAS4qvI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQageY-5UsvNmbdmCbsz6M8UWASI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHTzmauOQRpq1cvVNid9f_sourd.jpg,"Sativa-dominant strain named after its pungent, diesel-like aroma","Sativa-dominant strain named after its pungent, diesel-like aroma. known for its happy and uplifting effects this strain is a great mood booster that wont stick you to the couch.",Royal Choice Farms,"Royal Choice Farms combines years experience from traditional growers, passion with forward thinking, natural innovations and the beautiful Verde Valley to produce the finest quality cannabis. Our flowers are always cured for a minimum of 30 days. Every ingredient we use is 100% natural to insure quality organic cannabis. Please see our testing results provided by C4 Laboratories."
Sour Diesel,https://ddd33q3967xhi.cloudfront.net/Vn1-KdD7JO7h7F78K6AOgdcnZ1Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fRXKFjq6xQ1P29fu9hsDmGJ4U91U%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fJ6mn0w5oQwyQfcSEulMH_sourd.jpg,Sativa,"Chemdawg, Northern Lights and Skunk got together for a wild night resulting in Sour Diesel, a pungent, earthy diesel smelling Sativa that lives up to its name.  This happy, energetic Sativa fuels ""big ideas"" and flash mobs.",Jet City Gardens,"Tucked away in Seattle’s historic Georgetown neighborhood, in the shadow of Boeing Field’s final approach, Jet City Gardens is a family owned craft cannabis cultivator.  While other growers schedule takeoff immediately after harvest, we put our products in a holding pattern for 60 days because....we're all about the cure."
Stardawg,https://ddd33q3967xhi.cloudfront.net/waC_Ix-zT5zVEzwtrBslp7y2bHs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUkoWvxX_Qi2UYwzbVnUnM0q38rg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHKBerNY0RNOW7fYepz8O_stardawg.jpg,25.05% THC .074% CBD,"Bred from Chemdawg 4 and Tres Dawg, Stardawg's buds bring the chunk funk and flavor- marks of a high quality cross! She delivers sweet earthy pine and sour notes of diesel fuel- the kind of stinky lady welcomed time-and-again! her buds are large, fairly dense with fiery orange hairs that pour out of the bud to meet thick sticky trichomes and a pungent sticky resin.",Canna Organix,"At Canna Organix, everything we do is about pushing the status quo, about going beyond where we are now, and then taking things one step further. We do things differently, not for the sake of being different, but in the pursuit of finding a better way."
Sticky Bitch,https://ddd33q3967xhi.cloudfront.net/-CyN-TczUF9CSmWqdXQTXnfUgmA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fx9SZzDawRkiQV5fAdFbCGYYIcWU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fL35MDtTGy3YNHKBfmz7w_sticky.jpg,DENSE ● FOREST ● EARTHY ● EUPHORIC,"*Awarded Most Potent Strain, 2016 Oregon Dope Cup

Structure: Tight, dense, green washed out with white crystal coating. uniform structure 

Aroma: Forest, fresh cut sandal wood, rustic fennel  

Taste: Robust flavor, dense earthy flavor with a light sweet diesel finish

Effect: Heavy in the eyes, euphoric, long lasting, strong mental, cerebral high without the couch lock",7 Points Oregon,"7 Points Oregon is a clean green certified, indoor cultivation facility for recreational cannabis based in Portland, OR. Our intention is to elevate the potential of our plants with emphasis on sustainability. There are 3 major things we feel go into growing great cannabis: Providing the best possible environment, utilizing quality organic inputs and love.

7 Points Oregon prides itself on striving to grow some of the cleanest and most flavorful cannabis possible. This process has led us to a style of growing called Veganics. This is a organic method of cultivation using only plant based nutrients and compost teas. This provides nutrition to the plant very quickly, leaving behind little residue. In our experience, this style of growing allows us to maintain our focus on organic process while also developing a wonderful terpene profile and creating an amazingly clean smelling and tasting product. Enjoy!"
Strawberry Chem,https://ddd33q3967xhi.cloudfront.net/VkCcid_t5jkoYyUSysHZX2BcUpw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fXiQY4SYrUyYx8IRrSypUtAR-SPA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWPWPDKXuRIu28JQsg8KJ_STRAWBERRY%2bCHEM.jpg,This strain is known for being among the greatest strawberry strains with a unique structure from others.,Strawberry Chem is a hybrid made from the children of Strawberry Alien Kush. It's other parent is Chemdawg which provides its most uplifting effects.,Flow Kana,"Flow Kana is a different kind of cannabis business. We want to change the way our patients think about cannabis and the world as a whole.

Our values are simple. Respect the land and the medicine that it produces. No contaminants, no fancy packaging, no overpriced storefront. We bring the best of the farm to our patients' doors."
Sunday Goods | Chem Reserve #3,https://ddd33q3967xhi.cloudfront.net/iJpVYykKTiiVBLkCNb8hvcPp5WY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fA4tEfxoANKML_S8IHMr6rbfxRXc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fxcBefQ9RYGnaTmm5qvFQ_ChemReserve3.jpg,The legendary Chemdawg elevated to its highest art form. Expect a citrusy floral smoke that picks up intensity with heavy gasoline and jet fuel notes.,"WINNER OF THE 2012 EMERALD CUP. Chemdawg Special Reserve is the flagship offering from private breeding house, Cannabis Aficionado. Founded in the heart of the Emerald Triangle, Aficionado has been custom tailoring
highly exclusive boutique genetics for over 20 years.

The Special Reserve project began at the behest of a private client who wished to cross the
Chemdawg #4 back into the award winning Stardawg strain (Tresdawg x Chemdawg #4). The
goal was to achieve a variety that embodied the Stardawg’s power-house stature and snow
draped profile while elevating the intense floral and lemon pledge sensations indicative of the
Chemdawg #4. The end result is a one-off expression of the legendary Chemdawg elevated to
its highest art form.

Suited for experienced growers, this strain requires ample staking and training; early topping
is a must to maximize yields and express the plants full potential. A large, hardy, beautifully
balanced plant, The Special Reserve delivers medium-large yields of some of the world’s finest
smoke. The tastes are powerful, vibrant, and complex. Onset of high is instant delivering a
euphoric third-eye punch that stretches your mind into planetary orbit. Expect a citrusy floral
smoke that picks up intensity with heavy gasoline and jet fuel notes imparting a tangy oil
drench finish.",Sunday Goods,"Sunday Goods is here to make people feel good with a Cannabis experience that’s just right.  To achieve this we are growing all-natural, top-quality cannabis that produces specific effects through high-integrity growing. Effects that shine through our respect for the whole-plant.   Out of our 320,000 square foot facility, we produce sun grown, soil fed, geothermic well-raised greenhouse controlled, air dried cannabis flowers.  We are infusing our cannabis in a range of accessible products and respecting the magic of the whole plant through clean extraction methods."
