1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Blueberry Headband,https://ddd33q3967xhi.cloudfront.net/AwVNfLYO2-anepfr8XewwCXBIBM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLXxubEKcaqRTA1vlGpJenHBiEI0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fj5XhghJeQUCOzlRZrILO_blueberryheadband.png,A 50/50 hybrid chock full of velvety smooth blueberry sweetness.,"Quite possibly our smoothest smoking strain, Blueberry Headband is gaining steam in the cannabis industry as a Double Dutch favorite.  It’s delightful berry aroma and effervescent appearance can be likened to Blue Dream, while its polished, smooth smoke bring about characteristics of its Blueberry predecessors.",Double Dutch Farms,"We are two Dutch Brothers committed to setting an ethical, responsible example through research and advocacy in an effort to challenge the antiquated status quo of cannabis and its effects.
 
We are dedicated to building mutually-sustainable relationships between producers, stores, and communities in order to further the love, generosity, and acceptance that is the culture of cannabis.
 
Together, let’s move cannabis forward."
Blueberry Kush,https://ddd33q3967xhi.cloudfront.net/WHbkY-bEIQMLnXWjkTYElS6yy4k=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faYzD6KHF0N-kEMmeo9nw6YpHkB0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ft3tLpRmKRF22HDA5AvQI_header2.png,"Blueberry Kush is a strong indica strain that slowly brings on a heavy body sensation, helping patients forget their pain and relax.","Blueberry Kush is a strong indica strain that slowly brings on a heavy body sensation, helping patients forget their pain and relax. Originally from Oregon, this strain is a hybrid of Blueberry and OG Kush, which is evident in its fresh berry aroma with notes of earthy herbalness. This indica is best for evenings or before bed. Blueberry is a potent strain with THC levels that often test over 20%.",Moani Naturals,"From the North Shore to the Puget Sound, Moani Naturals has taken to heart the process of creating the finest marijuana. Grown locally in Arlington, WA, Moani is a collective of experienced indoor growers committed to producing only the absolute best natural products. From seed to harvest only natural production techniques, products and organic fertilizers are used. Moani consistently represents the finest of Hawaiian traditions, respect for the land, the process and most of all, the finished product.

Our products consistently supply Washington state retailers with the finest cannabis available. We take pride in replicating the lush growth environment of the Hawaiian Islands in every sense of the word. We invite you to experience our products first hand and we look forward to serving all of your cannabis needs. We are confident that you will love the beauty and fragrance of our namesake, Moani Naturals."
Blueberry Pancakes,https://ddd33q3967xhi.cloudfront.net/2_o_OMDBuaNdHU_iBTX8sIg8mcU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fzOHoIribGz5x5CrUtW3LVZAGaqQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKJvOlq8jTyO9GSb1CzzV_Blueberry%2bPancakes%2bMacro.jpg,Indica-Dominant Hybrid  |  DJ Short Blueberry X Oasis,"Bred by Robert Meyer in 2001, this indica-dominant hybrid got its name because it smells and tastes like flapjacks bursting with fresh blueberries. Vaporizing this tasty choice will only expel further flavors of grandma’s home-style maple syrup. Enjoy breakfast for dinner after a lengthy and laborious day at work. It’ll be your top choice for muscle spasms, pain, and lack of sleep.",Nebula Gardens,"Nebula Gardens is a Tier III I-502 licensed producer/processor located in Washington state. Nebula was founded by a group of skilled and experienced growers all well-known from
Washington’s medical industry. Led by award-winning Master Grower, Robert Meyer, the company has adopted his organic and natural minded methodologies, and hands on approach to produce only the best quality cannabis in the state. Nebula also is armed with some of the industry’s top award-winning genetics, and a custom-built facility to guarantee consistent production of top-shelf cannabis.

Organics are Nebula's specialty. No pesticides, no fungicides, no herbicides, and lots of ""TLC"" are the keys to growing Nebula's pure and potent premium cannabis. Plants are cared for hands-on by individuals each and every day throughout the growing cycle. Nebula then follows up with rigorous internal quality controls and external lab testing to ensure standards are met for quality, purity, and potency.

Look out for an ever-evolving rotation of potent and flavorful strains produced by Nebula, as well as some of the state’s best concentrates. New strains often join the Nebula family as Robert runs a unique and exciting breeding program. This allows Nebula Gardens to always have original one of a kind product from seed to sale."
Blueberry Pie ,https://ddd33q3967xhi.cloudfront.net/0i1T_SieskP9SRvxSj556dH_7-A=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fN3m0MdvfkRWlHatYsYg7eDDA72A%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffy0hzw5CTbqcSnFbw9j6_bluberry.jpg,Balanced Hybrid Strain,"Blueberry Pie is an evenly balanced hybrid strain created through crossing GSC (f.k.a. Girl Scout Cookies) and Blue Dream, producing a forest green bud with amber hairs. It tastes of sweet berries with undertones of vanilla and almonds. Blueberry Pie’s upbeat effect builds while infusing you in a relaxed state.",Outlaw Cannabis Company,"Twenty years of experience in the marijuana industry brings you a team of 20 Outlaw experts. As a result, our facility, growing practices and brand has been featured in leading industry trade publications.

Our staff is skilled in growing practices for indoor / outdoor productions. We provide quality cannabis that can reach potency up to 34% THC. Our investment in both a unique light deprivation process and high quality genetic lines yield a higher quality plant.

When an order is needed, the Outlaws will be there. We are one of the first in our industry to invest in Green Vault’s automated batcher, that packages our product in 700-1000 units per hour."
Blue Cheese,https://ddd33q3967xhi.cloudfront.net/H29KxOiroi29M3Ap61Twuar1Nog=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2flxE9FW_nzvkzCIQa1imEvqA_rkA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffolqOmGZQuyJU2b35WJv_blue-cheese-flower-1600x1600.jpg,The Apollo Grown Blue Cheese has a sweet berry aroma that will keep your taste buds salivating.,The Apollo Grown Blue Cheese has a sweet berry aroma that will keep your taste buds salivating.,Apollo Grown,"In Greek mythology, Apollo was the son of Zeus and traditionally one of the most complex and important Gods. He was the God of music, truth, prophecy, healing, light, poetry, and creativity. Most importantly, it’s said that Apollo would ride Pegasus, the winged-horse, to the top of Mount Olympus every morning in order to bring the sun to the people.
The goal of Apollo Grown Inc. is to incorporate this energy into our practice of cultivating the highest quality recreational marijuana products that Oregon has to offer. Like the God Apollo, we strive to be leaders in our community and dedicate ourselves to help make the world a better place through our actions. This motto filters into each and every facet of our company."
Blue City Diesel,https://ddd33q3967xhi.cloudfront.net/ZD-jliXCUeggSYnaUMyhwe3zJU4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fQtg6PBGKu75lA1Hw9VAqiJFjRhE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fpdFt4EWTQiKT8y4L0KUf_Blue%2bCity%2bDiesel.JPG,"Blue City Diesel is best used to treat chronic pain, anxiety, sleeplessness, and muscle spasms.",15.57% THC / 2.59% Terps - WE have been told this is one of the cleanest and best tasting BCD in the market.,Sacred Flower Farms,"Purveyors of Goodness
Sacred Flower Farms is an OLCC-licensed recreational cannabis producer in the heart of Southern Oregon committed to self-sustaining cultivation methods that go above and beyond to create a superior product.
Much of the cannabis industry has been taken over by chemical nutrient manufacturers. Growers have forgotten how to grow with nature. We believe that only the cleanest flowers can truly showcase the healing properties of cannabis.

An Honest Grow
We never use synthetic fertilizers, poisonous pesticides or harmful herbicides. We grow almost 100% of our farm inputs on site, alongside food for our families. We utilize Probiotic, Living Organic and Korean Natural Farming practices that build a better soil year after year, and a better product as a direct result.
We rely on a ""plants feed plants"" method, making our nutrients through lacto fermentations, as well as sprouted seed teas, compost teas, and botanical teas using homegrown, organic plants and herbs. A healthy soil food web is essential to a deficiency-free, pest-free garden and healthy, clean plants.

Share The Love
Our desire is to show that a sustainable, living organic flower can fully unleash the terpenes, flavonoids, and beneficial properties of the cannabis plant; exciting, enlightening, and healing consumers. We strive to be a model of the way cannabis can and should be cultivated.
We hope you are excited by the flowers produced through our careful strain selection and mindful farming practices, and encourage you to spread the good word about the work we do."
Blue Dream,https://ddd33q3967xhi.cloudfront.net/0KOm-iyp6g3fdCwqFXDzjM4eXUo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f_3foCJCI_wlxX18F1GU0gZ91HfA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcl97MN2QsCTAJ5DSjeQS_BLUE%2bDREAM.jpg,Blue Dream has become one of the most recognized strains on the West Coast.,"A cross of Blueberry and Haze, this is a prototypical Sativa dom. Grown by Nurturing Seed Farm in Mendocino, this particular phenotype offers a skunky aroma with a hint of berries and balanced head-body effect.",Flow Kana,"Flow Kana is a different kind of cannabis business. We want to change the way our patients think about cannabis and the world as a whole.

Our values are simple. Respect the land and the medicine that it produces. No contaminants, no fancy packaging, no overpriced storefront. We bring the best of the farm to our patients' doors."
Blue Dream,https://ddd33q3967xhi.cloudfront.net/gLkrINFxv-DsrMsfTNdaQRjHuIw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjTja0tdGjG72-s9NCvEIUaorpAo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252foBjx0rcR8GHMFmyYLLee_Blue-Dream.jpg,Grown Rogue's Sativa-Dominant Blue Dream is a fantastic early afternoon cultivar perfect for a blissful pick-me-up,"Another West Coast favorite, Blue Dream delivers an energizing, creative boost almost instantly. A warm, relieving body relaxation increases as time goes on before transitioning to a near-euphoric sensation. Blue Dream is a great way to get through a stressful day, relax the mind and body before winding down to get a good night’s rest.",Grown Rogue,http://www.grownrogue.com/
Blue Dream,https://ddd33q3967xhi.cloudfront.net/k_xpmef6_oRE3nyHUTrX7DIuUTw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4TFZ4KQSEZ4iYOUrl0B4GJBxbcE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1pSlXVyiRDugoEWrqjXm_blue%2bdream.jpg,,,Red Frog Cannabis,Tier 3 Producer/Processor
Blue Dream,https://ddd33q3967xhi.cloudfront.net/4k9t05U9Zp-VUaHIoS3s5G7zTi4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fM06qxLaJ3QZpz4KrxwuV1kDPaJc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTCC9WjECSgmJSbyulAG4_bluedream-2.jpg,"Sativa-dominant, the best of blueberry x haze strains!  Sweet berry pie flavors accompany a relaxing,  calming, happy, and creative, feel good head buzz.","Sativa-dominant, the best of blueberry x haze strains! Sweet berry pie flavors accompany a relaxing, calming, happy, and creative, feel good head buzz.",Dream City,"Greetings from all of us at Dream City!

We are a Tier 3 Producer/Processor located in historic Port Townsend on the Olympic Peninsula. Our company has an established reputation for delivering premium cannabis to our consumers and the highest level of service in the industry. Our commitment to honesty, integrity and customer satisfaction has allowed us to add “consistent quality” to our reputation as well. We use only honest test results and are competitively priced.

Our product is grown in soil. We believe the flavor benefits outweigh the production benefits of soilless grown product. We use 100% climate controlled, state-of-the-art greenhouses that allow us to maximize our ability to produce premium cannabis. Our use of pesticides is focused on Integrated Pest Management (IPM), and minimal amounts of WSLCB-allowed pesticides.

Our signature purple packaging and unique labels allow for our product to visually stand out amongst other brands while our beautiful Galatea dances on the back of the package, a testament to our Port Townsend heritage. We are always emerging with new products and product strains. Our inventory/price list is regularly updated and available to our retailers through a live link. We encourage any of our retail partners to bring their team up to the site for tours of the facility with the goal of educating and inspiring fellow members of the cannabis community."
