1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Pre-98 Bubba Kush,https://ddd33q3967xhi.cloudfront.net/hzCrN5rGG17b015moZOXHwmlb_w=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fl0ghECeHAWEhb3BjiVoHwtBN-II%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWttKwV5NSLeBK74g4Y7t_pre-98.jpg,,,Red Frog Cannabis,Tier 3 Producer/Processor
PRE-ROLL CONES - BLUEBERRY DIESEL,https://ddd33q3967xhi.cloudfront.net/ywxFFa8Ya9JvznCgXcPZfVPQywg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyE6S6_j0wvP6N2k9xyC378YPm8k%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftIXz2jlWQhykbuhoRvGG_VVS%2bCONE.png,PRE-ROLL CONES - BLUEBERRY DIESEL SATIVA,"1 gram of private reserve flower, oiled with premium solventless oil, and dusted in blonde kief.",VVS Pens,"Nothing beats being able to smoke almost anywhere and travel with technological elegance. Discreet. Smooth. Potent. Ultra Premium, Styled in different metallics platinum and variation of gold with the strain you want and need. Cartridges: $50, rechargeable pens: $20 and the disposable pens: (1 gram of cannabis oil) starting at $40 price point.

There is an overwhelming demand for #VVSPENS. The Vaporizer game deserved a much needed premium/luxury device. VVS pens will soon be all over the state of California. Later in Colorado, Washington and Oregon. Any clubs or dispensaries interested in carrying these pens, please contact via email: sales@vvspens.com."
PRE-ROLL CONES - SOUR DIESEL,https://ddd33q3967xhi.cloudfront.net/rjEIiKkMTxqX5L-yQOzkDhgxUNI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fCOFxesjzOke12A1kMYdrWvovHjY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0INZC7bWSXG3wvw0qPW8_VVS%2bPre%2bRoll.png,PRE-ROLL CONES - SOUR DIESEL SATIVA,"1 gram of private reserve flower, oiled with premium solventless oil, and dusted in blonde kief.",VVS Pens,"Nothing beats being able to smoke almost anywhere and travel with technological elegance. Discreet. Smooth. Potent. Ultra Premium, Styled in different metallics platinum and variation of gold with the strain you want and need. Cartridges: $50, rechargeable pens: $20 and the disposable pens: (1 gram of cannabis oil) starting at $40 price point.

There is an overwhelming demand for #VVSPENS. The Vaporizer game deserved a much needed premium/luxury device. VVS pens will soon be all over the state of California. Later in Colorado, Washington and Oregon. Any clubs or dispensaries interested in carrying these pens, please contact via email: sales@vvspens.com."
PRE-ROLL CONES - TANGIE,https://ddd33q3967xhi.cloudfront.net/YvdNl_sLxi7YL6Wob1sn4soC2rs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMWVMz1KH5UdV7q6uw9b4oGtipQw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ftxRQjO7HSqOd8R9I1pIm_VVS%2bPre%2bRoll.png,PRE-ROLL CONES - TANGIE SATIVA,"1 gram of private reserve flower, oiled with premium solventless oil, and dusted in blonde kief.",VVS Pens,"Nothing beats being able to smoke almost anywhere and travel with technological elegance. Discreet. Smooth. Potent. Ultra Premium, Styled in different metallics platinum and variation of gold with the strain you want and need. Cartridges: $50, rechargeable pens: $20 and the disposable pens: (1 gram of cannabis oil) starting at $40 price point.

There is an overwhelming demand for #VVSPENS. The Vaporizer game deserved a much needed premium/luxury device. VVS pens will soon be all over the state of California. Later in Colorado, Washington and Oregon. Any clubs or dispensaries interested in carrying these pens, please contact via email: sales@vvspens.com."
Presidential Kush,https://ddd33q3967xhi.cloudfront.net/j0D1cPI0ijmNB9wXFTEvRQOgI8c=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcmFLz2HIcSSCmkbrkE7LqZ30Wsg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f2xDVn0OShmcws6qVpUrl_Screen%2bShot%2b2017-10-05%2bat%2b1.36.37%2bPM.png,"earthy, pine, citrus","Breeder: Northern Cali Source
Indica
Genetics: Bubble Gum X OG Kush
Flavor: earthy, pine, citrus
High: relaxed, happy, sleepy",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Presidential OG,https://ddd33q3967xhi.cloudfront.net/-TmzugqYlx_NgPswU5nsRbUPZKE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fU0nJc9XbhxtUqw40_Rg9nGaDnpw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252ffLNbqnf5S025mn40hNF7_presidential%2bog.jpg,22.15% THC .09% CBD,"An almost purely indica, Presidential OG was bred from Bubblegum and OG Kush.  She offers a slightly earthy flavor, and is known to have a sweet aroma often described as citrus and pine.",Canna Organix,"At Canna Organix, everything we do is about pushing the status quo, about going beyond where we are now, and then taking things one step further. We do things differently, not for the sake of being different, but in the pursuit of finding a better way."
Professor Chaos,https://ddd33q3967xhi.cloudfront.net/tBBWmHE6zaIsvpz55AoWPUBmOP0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fOUFsc3vOy_880_ZT00Q2Betc1Dk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1Y1iFoHcRuGOLX0Lz5fF_DSC_7381.jpg,Professor Chaos: Mad Scientist x Jack The Ripper,Professor Chaos: Mad Scientist x Jack The Ripper,GreenRush - Washington ,"GreenRush Cannabis is a WA i502 producer-processor located in the scenic Snohomish Valley. We produce a clean, sophisticated crop that has become a preferred brand for a number of top shops in Washington state known for our consistent terpene flavor, high quality, and deep impact. 

GreenRush Cannabis comes highly recommended by expert budtenders and is often back-ordered by each of our vendors.

At this time, you can find Green Rush products in Washington State at these retailers:
-- Seattle Cannabis Co.
-- Bud Hut
-- Local Roots
-- Gold Bar Marijuana
-- Loving Farms
-- Puget Sound Marijuana
-- Cascade Kropz

Visit our website to find out which of our retail partners is nearest to you."
Professor Chaos,https://ddd33q3967xhi.cloudfront.net/gaJuAlpnmwyxdlrHZ54MGO3ub24=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f-hSjvaE0km0Y8DjA2Hh-Gtp6qVw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fhMgRyzQWKSA8eCjJOUbg_Professor%2bChaos-01.jpg,Sativa dominant hybrid,,Palomar Craft Cannabis,"Palomar is focused on the well being of the people we serve and the plants we grow.

Founded in 2010 – Palomar is committed to producing the highest quality cannabis using responsible growing methods and innovative technology. For the safety and well being of our consumers, we omit any use of harmful pesticides or synthetic fertilizers. We ensure that every plant is individually cared for by hand, starting with our own special blend of organic soil. Every batch is lab tested and the results are tracked by batch codes.

Our cannabis is grown thoughtfully with our fans best interests at heart and it is our promise to deliver one of the finest experiences within the cannabis world."
Project Specific,https://ddd33q3967xhi.cloudfront.net/DBF_7_hs49bohtM2gp8pDYH6CKU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNJ0PRgTJEA6ZoLNbAwxVKuGe50I%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fD1Tn2tkT3mYYIOxSQWIl_KIMG0014.jpg,Project Specific,"Choose this plan if you want a (Start to finish) plan.  We prepare you to setup your grow, Obtain cultivars  (Seeds). We set up a complete nutrient plan, with your choice of nutrients. We also provide accurate feeding schedules.  We don't guess, we use science to bring about solutions We will be there every step of the way.",Home Grower Consulting,"Home Grower Consulting is the world’s first company dedicated to being an unbiased partner to small home growers, providing highly educated and researched answers to assist and complete a grow."
Pure Kush (OG Kush),https://ddd33q3967xhi.cloudfront.net/mDQndpE3QcrVuXKTzp4fG1NTEZ4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUs6-9WMv28w1YEJwt4YLT9pLZyI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252foti6FPoSQo6tAjai9HJh_90127A93-ABC2-4344-BE9B-53AB952D9B4D.jpeg,Old school OG Kush,This one’s been around for a long time. Pure Kush (OG Kush) has a heavy couch lock stone to her and smells of a kush funk with a hint of lemon.,Nelson and Company Organics,"We are passionately committed to growing the highest quality cannabis. With over 20 years of growing experience, we use only organic ingredients to cultivate our flower. We take the time to properly dry and cure our cannabis to ensure flavorful, smooth smoke with a proper burn."
