1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Moon Puppies,https://ddd33q3967xhi.cloudfront.net/wW87nWZghyp1N9a6ElG0Wee4Bzo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLJHImwXnSF1egVnxeQNSb0hjNHw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyKF4WRskTg2mdTqdo0yY_moon.jpg,LUMINOUS ● BANANA ● LEMON MERENGUE ● ENERGY,"(Sativa leaning hybrid)

Structure: Medium sized stout cylindrical buds. On the lighter green side with deep rust colored pistils. Impressive trichomes that will sparkle under the right light. 

Aroma: Incense of Lemon Heads and banana Laffy Taffy shrouded in a deep dank funk. 

Taste: Lemon merengue and pine. 

Effects: Initial burst of uplifting cerebral energy with a tendency to morph into a more focused and meditative state. Great for turning ideas into action. Maybe give it a try before testing out that complicated recipe you’ve been meaning to cook.",7 Points Oregon,"7 Points Oregon is a clean green certified, indoor cultivation facility for recreational cannabis based in Portland, OR. Our intention is to elevate the potential of our plants with emphasis on sustainability. There are 3 major things we feel go into growing great cannabis: Providing the best possible environment, utilizing quality organic inputs and love.

7 Points Oregon prides itself on striving to grow some of the cleanest and most flavorful cannabis possible. This process has led us to a style of growing called Veganics. This is a organic method of cultivation using only plant based nutrients and compost teas. This provides nutrition to the plant very quickly, leaving behind little residue. In our experience, this style of growing allows us to maintain our focus on organic process while also developing a wonderful terpene profile and creating an amazingly clean smelling and tasting product. Enjoy!"
Nubia x Harletsu,https://ddd33q3967xhi.cloudfront.net/P3no9sNyx42pS59SptEiQgs8cSY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fTqL3ZbeegRH_-VSmdWg3ItwVHvY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fi4ekmjA8Qf2hS2xRnzQz_nubia.jpg,.85% THC 15.37% CBD,CBD strains are one of the most misunderstood strains on the shelves today. This lovely lady will leave you feeling relaxed and rejuvenated without the psychoactive head high.,Royal Choice Farms,"Royal Choice Farms combines years experience from traditional growers, passion with forward thinking, natural innovations and the beautiful Verde Valley to produce the finest quality cannabis. Our flowers are always cured for a minimum of 30 days. Every ingredient we use is 100% natural to insure quality organic cannabis. Please see our testing results provided by C4 Laboratories."
Orange Blossom,https://ddd33q3967xhi.cloudfront.net/W95GnG59_e8uUFVPiww2h-I3Ics=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fS5iQv1fYyPrqy9SdXkoG8hhN0_k%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fsMcCl7SSRTKNZ8vVkYwt_p1auqn8ck45othijosq1vjmjqa8.jpg,Orange Blossom is a true hyrbrid cross of Orange Buds and OG Kush that leans slightly toward Indica but provides an even mix of Sativa and Indica traits.,"Orange Blossom (sometimes referred to as Orange Kush) is one of Falcanna's flagship cannabis strains.  Orange Blossom is a true hyrbrid cross of Orange Buds and OG Kush that leans slightly toward Indica but provides an even mix of Sativa and Indica traits.  As the strain name suggests, Orange Blossom has a undeniably pungent Orange/Citrus aroma & taste that make you instantly happy after smoking it.  Falcanna's Orange Blossom THC levels test consistently in the upper 20%'s and it is  a good strain for mood relaxation, inspiration, and general productivity.",Falcanna,"Welcome to the Falcanna website and thank you for your interest in our products. At Falcanna we pride ourselves not only in our quality cannabis products, but also in our transparency in how we represent ourselves to customers. We believe that our clients have a right to know who they are conducting business with and we are proud to tell our story."
Pacific Blue,https://ddd33q3967xhi.cloudfront.net/127zkk-Sxdc5Scwtbpk7EidsCyM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fCo-Yh5jbtiNzg5gbDb-Lv-litME%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9LZ5g7oiSGUEl8SekNyQ_p1au8k3e0u8pi6d41q1114lk1m9t6.jpg,Pacific Blue is an indica-dominant (80%) hybrid cross of (Pre-'98 Bubba Kush x DJ Short BlueBerry) backcrossed to Pre-'98 Bubba Kush.,"Pacific Blue is Falcanna's premier flagship cannabis strain and its genetics are exclusive to the the Falcanna strain family.  Pacific Blue is an indica-dominant (80%) hybrid cross of (Pre-'98 Bubba Kush x DJ Short BlueBerry) backcrossed to Pre-'98 Bubba Kush.  Pacific Blue has a smell and taste that are both a mix of a sweet/sour skunk with accents of 'sugary kush'.  Pacific Blue affects different people in different ways, but generally yields a very balanced high and make you happy immediately happy after smoking it.  Falcanna's Pacific Blue THC levels test consistently in the upper 20%s and it is a good strain for mood relaxation, stress, anxiety, depression, chronic pain, migraine headaches and stomach problems.",Falcanna,"Welcome to the Falcanna website and thank you for your interest in our products. At Falcanna we pride ourselves not only in our quality cannabis products, but also in our transparency in how we represent ourselves to customers. We believe that our clients have a right to know who they are conducting business with and we are proud to tell our story."
Pam's DLCC,https://ddd33q3967xhi.cloudfront.net/7PMdWTaXvaUbhvEjDdtlWGIo-Fg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f2nPsClu1VHLIq-zbSMtkqu54w6o%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252f9E7hd32vRStk1f6eFEnO,A sativa-dominant hybrid,A sativa-dominant hybrid,Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Papaya,https://ddd33q3967xhi.cloudfront.net/pNpEOVwZXGV_iFnkqlVW7F-DcBg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fSX3qDBJeVV5WIZuuEqVf20ek3Zg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcbPwnrcWS2uEyZsyDxUQ_papaya.jpg,An energetic and uplifting hybrid with a tropical sweetness that is followed by a unique peppery bite.,"Citral #13 x Ice #2 (SDH) - Smelling much like its namesake, Papaya has a tropical sweetness that is followed by a unique peppery bite. The high resembles that of a sativa and is very energetic and uplifting. It can sometimes be very heady and over the top if one isn’t experience and/or ready for it.",Royal Tree Gardens,"It all started in the Summer of 2013 with an idea and a dream. 

With the passing of Initiative 502 in the fall of 2013 came the realization that opportunity was at hand. Having had experience growing for the medical side of the industry and a true passion for the plant, Max, Ryan and Spencer came together and founded what is now Royal Tree Gardens.

In March 2014, without the certainty of being licensed by the state, we apprehensively signed a lease on a warehouse in Tacoma, WA, where together, over the next 7 months, we designed and built-out the warehouse from the ground up. Through countless hours of hard work and dedication, we were able to complete the majority of the build-out ourselves while concurrently developing a brand-centric business plan with a focus and commitment to quality. Starting with a blank canvas allowed us to combine our knowledge of the cannabis growing environment and design a truly top tier facility for our plants.

In December 2014, after countless obstacles and setbacks, and applicable permits in hand, we finally received our license from the Washington State Liquor Control Board and were given the go ahead to begin producing cannabis.

More recently, after months of unconditional labor, we have welcomed on Judd as a part of the ownership. Charlie, a Master Grower and brother of Co-Founder Max, has also been added as a part of the ownership team and brings invaluable experience and work ethic.

Presently, the team here at Royal Tree Gardens is working extremely hard to produce the highest quality cannabis for the recreational market here in Washington. We feel privileged to be working with so many close friends and are excited share with you our passion for the plant!"
Papaya,https://ddd33q3967xhi.cloudfront.net/HVCMZkVQr2JXGKRkbms-pbL1qx4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fSD-wCITHIyW_B82fLAk92JVexNU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fq8HOQZjdTAeLc9FzWe66_papaya.jpg,KC 33 x Afghan,"Indica

Don’t make any plans too far from the couch with  this sedating knock-out...  You might get an initial energy burst, but don’t count on it lasting.",Yerba Buena,Clean Green Certified & Certified Kind. OLCC-licensed recreational producer in Oregon. 21+ only.
Peach Gum,https://ddd33q3967xhi.cloudfront.net/QoH9Jn0if9CzvyKW2NHC-6pv2vM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fWMSuHOOzBGKu9RzR3bkPoX_30cg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fho7kBcYHQoG4yz34NOXx_peach%2bgum.jpg,This strain works perfectly in concert with writing and creating endeavors.,"Type | Hyrbrid
Genetics | Peaches + Cream x Bubble Gum

This strain works perfectly in concert with writing and creating endeavors. As spicy and mellow as the high is, it compliments the brain as well as the body.",Phantom Farms,"Phantom Farms, a licensed recreational cannabis producer, was founded in Oregon in 2008 on the principle that the best products come straight from the earth. We cultivate Clean Green Certified® cannabis using organic methods, sustainable practices and volcanic filtered water in both our indoor and outdoor facilities. No exceptions. When aligned, these factors provide for a flourishing ecosystem – the perfect environment for mighty tasty cannabis."
Peanut Butter Cherry Pie - Humboldt Family Strong Farms,https://ddd33q3967xhi.cloudfront.net/RvibuqymP1ZSOWkDjzkaB7KmjpY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f1I7bBakRBEQli-irv4B0Dqg_QmE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fafrYBPXxRoqRMtfZAKOK_PB.jpg,,"Peanut Butter Cherry Pie is a proprietary strain of OG Kush crossed with Cherry Pie from Humboldt Family Strong Farms. This Indica Dominant Hybrid has a delicious taste and aroma of sweet, earthy, Lemon Cherry, and it has a deep couch-lock effect. This strain's big beautiful buds are sticky and great for smoking or vaporizing. Lab test results coming soon. http://www.cblabstesting.com/test-results",Healing Light Bodega,"Patients deserve to have Medical Marijuana that is clean and natural. As farmers and patients, we respect the plant and grow only the best Medical Cannabis using only the best farming practices. 

All medicinal cannabis products cultivated and produced are thoroughly tested by CB Labs in Novato, CA for Cannabinoid Potency, Terpene Content, Pesticides, Microbiological Contamination (mold, fungus, yeast, E Coli) and Residual Solvents (for extracts). All Medical Cannabis must receive a SLAMM Certification (Safe Legal Access to Medical Marijuana) to be offered on our menu."
Pineapple Express,https://ddd33q3967xhi.cloudfront.net/fr8dr8wGqlnvkl-mSWmFMAWNWgU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faXn1wwJmyrJd6jYmTki3lgMcakY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fgPL2Gq1PQNwyBZfWFHVO_pineappleexpress2.png,A tropical hybrid with landrace ancestry traced back the Hawaiian Islands.,"Pineapple Express is a strain jam packed with aromas that bring to mind baskets of fresh fruits.  Hawaiian, an iconic landrace sativa and Trainwreck, another tropical hybrid, contributed their genetics to the strain made famous by the comedic duo of Seth Rogen and James Franco.  Pineapple Express provides all the sweet and smooth flavors you’ve come to expect from Double Dutch Farms.",Double Dutch Farms,"We are two Dutch Brothers committed to setting an ethical, responsible example through research and advocacy in an effort to challenge the antiquated status quo of cannabis and its effects.
 
We are dedicated to building mutually-sustainable relationships between producers, stores, and communities in order to further the love, generosity, and acceptance that is the culture of cannabis.
 
Together, let’s move cannabis forward."
