1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
GSC (f.k.a. Girl Scout Cookies) (Delete),https://ddd33q3967xhi.cloudfront.net/GoK7W-IkIlowEreJQJtsFRH-dhw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fnKKBPklsQI0fNuUKsI3wyd1T424%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f4kpKiFUBQDScx9jvFcrK_girl.jpg,HYBRID SATIVATHC: 24.95% CBD: 0.55%,"GSC (f.k.a. Girl Scout Cookies), or GSC, is an OG Kush and Durban Poison hybrid cross whose reputation grew too large to stay within the borders of its California homeland. With a sweet and earthy aroma, GSC (f.k.a. Girl Scout Cookies) launches you to euphoria’s top floor where full-body relaxation meets a time-bending cerebral space. A little goes a long way with this hybrid, whose THC heights have won GSC (f.k.a. Girl Scout Cookies) numerous Cannabis Cup awards. Patients needing a strong dose of relief, however, may look to GSC for severe pain, nausea, and appetite loss.

There are several different phenotypes of the GSC (f.k.a. Girl Scout Cookies) strain including Thin Mint and Platinum Cookies, which exhibit some variation in appearance and effect. Typically, however, GSC (f.k.a. Girl Scout Cookies) expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis staple themselves should wait 9 to 10 weeks for their indoor plants to finish flowering.

Lab tested at CB Labs in Novato, CA for potency, terpenes, pesticides and microbiological contamination. SLAMM Certified.",Healing Light Bodega,"Patients deserve to have Medical Marijuana that is clean and natural. As farmers and patients, we respect the plant and grow only the best Medical Cannabis using only the best farming practices. 

All medicinal cannabis products cultivated and produced are thoroughly tested by CB Labs in Novato, CA for Cannabinoid Potency, Terpene Content, Pesticides, Microbiological Contamination (mold, fungus, yeast, E Coli) and Residual Solvents (for extracts). All Medical Cannabis must receive a SLAMM Certification (Safe Legal Access to Medical Marijuana) to be offered on our menu."
Harle-Tsu,https://ddd33q3967xhi.cloudfront.net/zEGTEF_3jOwlI04Fs_ON5S8KyTk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faEsV0Uf5Qz7d3zsx3gF1cOSuWYk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252frOhKNWgGQ3STm5sx7qTJ,"Harle-Tsu can be very relaxing, but mood lifting while keeping you clear of mind.","Harle-Tsu comes to us from a cross between Harlequin and Sour Tsunami. This High CBD strain has very minor psychoactive effects but a strong body high. Harle-Tsu can be very relaxing, but mood lifting while keeping you clear of mind. Terpene Profile : Citrus, Spice, Robust, Herbaceous, Earth, Floral, Pungent",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Hawaiian Tora Bora - Sativa / Organic - BC WEED CO,https://ddd33q3967xhi.cloudfront.net/H8o0VgunH45mnuzbiY2DcE_WIJQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fHdj7tjJhEPzVR0X0lMvgC61FhRs%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fY6H2xZQERcmWv1Q4B2lA_Tora%2bBora.jpg,"A true exotic strain, mixed with Hawaiian sativa this is a blend that dreams are made of!.","A true exotic hybrid strain. Grown in the right condition the result is a resin-loaded, spicy-smelling flower that can appear almost blue in its coloration. Mixed with Hawaiian sativa this is a blend that dreams are made of. Recommended for smoking and vaping.",TopLeaf Canada,"Here at TopLeaf.ca our team sources our products from only the top licensed producers on the west coast Canada. Cannabis Culture is a lifestyle choice, we believe you have the right to make that choice for yourself!"
Hawaiian Treat,https://ddd33q3967xhi.cloudfront.net/SnjgBQX21qCcfzxnfR-jMkx51dI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2frCwExwbzbjPG0Pl4m6NXsWzSX2M%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252flWP4knZKTdKu0NsCgE3L_Screen%2bShot%2b2017-10-05%2bat%2b1.23.52%2bPM.png,"tropical, citrus, pineapple","Breeder: Bellingham Local
Sativa
Genetics: Hawaiian Big Bud X Dutch
Treat
Flavor: tropical, citrus, pineapple
High: uplifted, happy, euphoric, creative",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Headband,https://ddd33q3967xhi.cloudfront.net/r-aHq0KW1EBNz4wmvmjpBq7Vao4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f_D0zBhvzlTh4zOyVX0Uw5aNv7v0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fYRuGcsJTYCeIUbGH5NWJ_headband.jpg,"Diesel, lemon, sweet //// earthy, pungent, sweet, citrus","Has a smooth, creamy taste, with undertones of lemon and diesel. Though the strain delivers a strong mix of euphoria and creativity, it's better used as a rainy day strain, as it tends to cause a spacey feeling that can hinder day-time tasks. Expect dry mouth and dry eyes as a negative side effect.",Cannabis Nation Cultivation,"What began as medical grow operation in Portland, Oregon, has emerged as a leader in Oregon's cannabis industry with a collection of dispensaries serving the Pacific Northwest.  Topping Leafly's ""Best of the Month"" list multiple times, we strive to continue to provide the highest-quality product and professionalism.

At Cannabis Nation dispensaries, our storefronts have been exquisitely designed with a unique open layout, allowing customers to take their time and enjoy browsing our plentiful selection of only the highest quality cannabis flower, much of which is still cultivated in-house, as well as top-shelf concentrates, edibles, topicals and tinctures.

Or, if you would prefer, our expert Budtenders will assist you personally.  Whether you are a first-time consumer, business professional, senior citizen, or OMMP cardholder, we will strive to ensure that any questions you have are answered and that you leave with the product that fits your needs and lifestyle.

With four dispensaries located in Beaverton, Seaside, Gresham, Oregon City and a fifth location coming soon to Sun River, our family of young entrepreneurs hopes that one day our company's name reflects reality.

Visit us soon and join the Cannabis Nation!"
Headband,https://ddd33q3967xhi.cloudfront.net/WVKRoC1WcqtpcKaFtoYhKizcN8E=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ff985WnKL3T5IbpzeuWTHx_H_4WM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252flx0sIdN6RFWCVFuxyD2M_headband.jpg,Sour Diesel x OG Kush,"Sativa Dominant Hybrid

This is a favorite for many due to its reliable character, head-strong effects and reported pain relief qualities. Some say that when smoked, it creates pressure around the forehead, akin to wearing a headband.",Yerba Buena,Clean Green Certified & Certified Kind. OLCC-licensed recreational producer in Oregon. 21+ only.
Headwrecker,https://ddd33q3967xhi.cloudfront.net/Hv6QPkw7njv84imJmx965Yd2Ndc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fy0zPs2hZTD7ZWoLhk8PWGGENQyg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKnPLy7AkQ9y8ljbfUBHt_headwrecker_dry%2bflower_bedford%2bgrow-4.jpg,Headwrecker is a heavy-hitting hybrid.,"Headwrecker is a Hybrid strain covered in a frost of trichomes. With this Hybrid, patients may experience mood elevation with relief from nausea and pain in tandem with appetite stimulation.",Bedford Grow,"From seed to patient, Bedford Grow upholds itself to the highest standards in plant care and quality products to provide therapeutic healing for the patients of Illinois."
Heirloom Blueberry Sativa,https://ddd33q3967xhi.cloudfront.net/kR05kyllmLX6SdVngl2bqKCJxSI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fEGouKhJOPIZviZoXXnCwqexiNZ8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKny6aQ7YSOuDeCFn3a3w_IMG_0875.JPG,"This is a  pre-98 DJShort Blueberry, definitely grown for the Sativa effect",,West Coast Herbs,Tier 1Producer/Processor
Herijuana Jack 33,https://ddd33q3967xhi.cloudfront.net/A0inn8Urm5r-X0iLGLTMDhJ2QUs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fksr__ppcgkDL-lmNhzx3O2OMlO0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAawmIgQrSRUWZLpr13IQ_HerijuanaJack33_StrainArt.png,Motarebel Herijuana  x  CH9 Jack 33,"Herijuana Jack 33’s dark green, dense buds are covered in golden hairs. This hybrid strain produces a fruity aroma and smooth citrus grapefruit flavor.",Virginia Co.,"At the Virginia Company, the most important goal is consistency. Consistency in flavor. Consistency in potency. Consistency in quality. And the only way to achieve unequalled consistency is to have complete control of your cannabis from seed to seal.

It starts with our Controlled-Environment Agriculture (CEA) approach. Our grow has been engineered to leave nothing in the growing process to chance and allow us to dial in temperature, humidity, carbon dioxide, light, nutrient concentration, and nutrient pH for each individual strain. A controlled environment also means nothing from the outside gets in and only the most potent cannabis is shipped out.

What makes the Virginia Company cannabis so special is the way it’s grown: high-pressure aeroponics. To be clear, this is not hydroponics—it’s better. High-pressure aeroponics is a system whereby the roots, suspended in air, are saturated by a fine mist of water and nutrients. And because the roots are suspended, there’s zero soil and 100% oxygen and carbon dioxide reception. The result is flower achieving its genetic potential every single time. And as a bonus, high-pressure aeroponics uses 65% less water than hydroponics, so you can rest assured it’s environmentally friendly too."
HiFi Tin ,https://ddd33q3967xhi.cloudfront.net/OlToNYueq_p6PX3khguNJ2mId1o=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fe_LlDu4TCm2RDWHy28cH8oHVevg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjDbPxHgLQHedIrPixDYz_Huxton-HiFi-TIN.jpg,Eighth Tins (Hand-Select Blend),"HiFi tins are composed of an eighth of hand-select genetics, designed to bring energy, inspiration and euphoria. The entourage of HiFi designated flower brings a potent blend of high quality THC and terpene profiles. 

CURRENT HiFi STRAINS: 
• Green Crack
• Durban Poison
• Cannalope Haze",HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
