1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Starfighter,https://ddd33q3967xhi.cloudfront.net/q_OS7X3q2EHnnqdnRUr3vdBaTwo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fRBxUguYCjfDTtvVaZXTslf_pirw%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9pjwVl39R1GConRHpxZF_CloseCrop_0000_StarFighter.jpg,Starfighter,,Sweet As! Cannabis Co.,"We started into this business as a humble family farm with a few dedicated cannabis cultivators. We began with a goal in mind: grow the best possible cannabis with the cleanest possible methods, staying true to the values that we find important in the Northwest. We bring consistent, top-shelf quality to everything we put our name on so that when you see the Sweet As! logo, you know you are getting the very best.

From seed to packaged product, we take pride in what we create. Our products are graded on their look, smell, effects, and flavor. If it doesn't meet our idea of great marijuana, we don't sell it.

From impeccably rolled smooth-smoking joints to some of the most refined concentrates in the market, we check at every step of the process to be sure that not only is the caliber of our cannabis among the best in the Northwest, but that this quality shows in our presentation to the customer."
Starman,https://ddd33q3967xhi.cloudfront.net/32lcVRpyNn3-XX5eGm10sRT0TjM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fkbzRVzxCfcbj6U9w2GlNnj1Zadc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fRaobH7jDQyS4dawLU3z9_PF_review_icon_starman.jpg,Potency  8 / 10 . . . . Lineage / Hybrid Strain,"Potency  8 / 10 . . . . Lineage / Hybrid Strain . . . . Flavor / Sweet Pine . . . . Positives / Super effective pain reliever and very effective for inflammation, THC effects mostly body related . . . . Heads Up / A touch harsh to smoke in a pipe or pre-roll, Heavy on the lungs

—
THC / 20.0%   CBD / 0.0%   TERP / 2.1%",Pilot Farm,"OPEN SOURCE FARMING / We keep it simple and honest. Employing the techniques of master farmers of previous generations to produce, provide, and support a product and movement we can all feel good about. Applying the best in farming practices from nutrient density, biodynamics, permaculture, organics and sustainability to all aspects of the plant’s lifecycle (immature, vegetative, flowering, curing, trimming, processing and packaging), Pilot Farm is committed to producing the highest quality, Clean Green Certified®, sun grown, earth made, hand-harvested cannabis. Welcome to the farm—"
Starship,https://ddd33q3967xhi.cloudfront.net/tDa9J9cT--DQL8m_gtXcevDdwBI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMI6L7WeUOUur1yfgAVkd6pL-7qY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fUlBLuzDEQUyt7esvtMFE_star.jpg,Sun grown and Certified Kind Organic,15.21% THC,GENESIS PHARMS,"Wholesaler, Producer, and Processor
541 505 8367

RSO PRODUCTS AVAILABLE NOW!
CBD/THC Whole Plant Concentrate 
Personal Massage Oil
Whole Plant Concentrate Vape Cartridge


We carry Sun grown and Organic Certified Kind Flowers. 
*SHISHKABERRY
*MASTER KUSH
*DURBAN POISON
*LEMON KUSH
*LEMON OG
*VIOLET DELIGHT
*GG4
*BLACKBERRY KUSH
*DEVILICIOUS 
*STARSHIP

MORE COMING SOON!"
Star Widow,https://ddd33q3967xhi.cloudfront.net/WTfy5QaQ5M_SQZzTVfbulhNSjX8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fjQS3RnadXJkVh8f8PQlHg5EhPsA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fPEgn1pXSTvaQkoEh93bN_star%2bwidow.jpg,A hybrid mix of White Widow and Sensi Star. This strain is a Red Frog exclusive. Only available in limited stores.,,Red Frog Cannabis,Tier 3 Producer/Processor
Strawberry banana ,https://ddd33q3967xhi.cloudfront.net/fjpC2wX4X01rJmHBvWdQC5FSqlQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f6CT4tydlbLu1tRrI7Q-IG2QxVG8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f5Ap4W4AQTXiDikcqOjEK_strawberry%2bba.jpg,Sweet �� terpy explosion!,��,Cooks Canna,San Francisco Bay Area producer of medical cannabis flowers
Strawberry Banana,https://ddd33q3967xhi.cloudfront.net/NPIaiNyw-Oltzd-7ZvXCoZ5LBt0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fd0HG2Ytg56C70IQVXohbeJ2W_zc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fwvPtSJDDSRqRDPKX0KiQ_strawban.jpg,"Kush on the exhale, Strawberry Banana on the inhale!","Pearl Pharma received the Strawberry Fields seed pack from Crockett Farms x DNA Genetics in late 2015 and began to watch it grow all throughout 2016. Out of 12 seeds selected the one that consistently tested with the highest cannabinoid and terpene profile. The aroma is tropical yet earthy. 

At first you’ll notice a strawberry banana smell followed by the earthy aromas of a Kush strain. The flavor profile when smoking is almost identical. The exhale is all Kush, the inhale is all strawberry banana!",Pearl Pharma,"Pearl Pharma is a cultivation company that has been growing since 1998. Our most famous strain would be our Kosher Jack, followed closely by our Sin Mint Cookies from seeds by SinCity Seeds. 

Located in multiple dispensaries and delivery services across Southern California, Pearl Pharma has flower, concentrates, and pre-rolls for any mood of your week."
Strawberry Banana,https://ddd33q3967xhi.cloudfront.net/JjWmr7SxrpfdUVLSJ7i2jBGBRjY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f-PoFZ5mPOzSvUfM2ffXSt_3o9PY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fEerKvu4PS5mtbsKLURiY_StrawberryBanana.png,"Fresh Strawberries, hints of Banana, and a soothing effect unlike any other.","Known for it’s intense fruity flavor (as the name might imply), Strawberry Banana is a strong indica-dominant hybrid with the ability to push you into ultimate relaxation.  Early in the curing stage the strain exhibits sharp strawberry aromas that morph into subtle banana-like notes as it ages during our slow-cure process.  A must-try for the indica lovers out there looking for a sweet and savory flower.",Double Dutch Farms,"We are two Dutch Brothers committed to setting an ethical, responsible example through research and advocacy in an effort to challenge the antiquated status quo of cannabis and its effects.
 
We are dedicated to building mutually-sustainable relationships between producers, stores, and communities in order to further the love, generosity, and acceptance that is the culture of cannabis.
 
Together, let’s move cannabis forward."
Strawberry Cheesecake,https://ddd33q3967xhi.cloudfront.net/NBWdYLmv16FBYNkfmSxMFHusq7w=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fgsssyL1UoXCpW5SyJl_PriER8Sk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fcgUmLOAvTSmiOoOF4nlA_strawberry%2bcheescake.jpg,"By combining Chronic, White Widow, and Cheese, Heavyweight Seeds has created a delicious 70% indica-dominant hybrid","By combining Chronic, White Widow, and Cheese, Heavyweight Seeds has created a delicious 70% indica-dominant hybrid",Vodis USA,"Our acclaimed master growers know that the finest quality marijuana is nurtured through respect. That’s why our natural products are tenderly crafted, hand harvested - and a tribute to those who enabled this illustrious journey.

We take pride in what we do, so that in turn, you can indulge in a smooth, full-flavored experience."
Strawberry Cough,https://ddd33q3967xhi.cloudfront.net/9iv0mTCo9kg8t4X9SL1ikFyFKOs=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fempzzZ70WqsTJXzIFWyo1v27VAQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f8dHkyofNRESSzpF0Vkll_straw_cough_flower.jpg,Stawberry fields x Haze. Favored for its smooth strong berry flavor and clear headed effects.,"Strawberry Cough grows smelling like a field of strawberries rooted in its genetics. The cough is inevitable from its Haze lineage. The strain is favored for its smooth strong berry flavor and clear headed effects. Characterized with iconic foxtails, the pine cone buds make for a classic christmas tree look.
Strawberry Cough is a heavy sativa leaning sativa dominant hybrid.  Its indica parent Strawberry Fields is shrouded in rumor regarding its true lineage.  An unknown grower from Vermont experimented with a Northern Lights and Haze cross and ended up with a strawberry phenotype that ultimately became what we understand as Kyle Kushman’s clone of Strawberry Cough.
Regardless of all the hearsay we have carried out our own internal control groups to give you the skinny on our Cough’s effects and traits.  The Strawberry aroma pervades all through its growing stages right until you consume its fruity goodness.  The uncanny strawberry taste is accompanied by a creamy finish.  The cough is appropriately named after the sharp cough you would normally have difficulty staving off from the high THC gleaned from hazes.  The high is a clearheaded energizing one and also relaxes without tiring you.",Pioneer Nuggets,"Founded in December 2013, Pioneer Production and Processing LLC is a first of its kind Washington State licensed manufacturer of cannabis products.  Located in Arlington, where the pioneer trail ends... but the pioneer spirit has never left."
Strawberry Fields,https://ddd33q3967xhi.cloudfront.net/sb1LugvuHjyw9IKfXiWxDT07pnA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fZzHRGjJd7UD9UnDtgZQLxhx0A50%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fM2mJ0VEhTSWcsotuvUUy_Strawberry%2b1.jpg,"This hybrid is not for the faint of heart, recommended not to use heavy machinery or even maybe going to the grocery store (you may be there a while.)","What happens when you take the new award winning Strawberry Banana indica, and cross it with the proven also award winning Tangie?  A tropical, heavenly berry stankness that leaves your mouth watering for sweet that only can be put into words by listening to the song this 60’s band wrote with the very same name.  We finished 5 phenos, then picked the best two based on potency, flavor, and terpene profile.  Both phenos have a super sweet and citrusy smell, one smells a little more like strawberry lemonade and the other like a bucket of overripe strawberries.Both have very dense crystally nuggets, that produce a thick smooth and flavorful smoke with a psychedelic and euphoric high.  This hybrid is not for the faint of heart, recommended not to use heavy machinery with this one or even maybe going to the grocery store (you may be there for hours…), definitely suited for after work fun, hanging out, or going to a music festival or hike.

THC: 18%
35 % Indica / 65% Sativa
Genetics: Strawberry Banana x Tangie
Terpenes: (Decending)(>0.5mg/g): 2.53 Terpinolene, 2.53 ϐ-Myrcene, 1.03 ϐ-Caryophyllene, 0.8 R(+)-Limonene, and 0.5 α-Pinene",Taste Budz,"We focus on terpene/resin production with high THC content on most of our strains ranging from low strains we cut from our line 11-14%, to our average strains hitting 20-25% and our Grape Soda hitting as high as 30% Total THC.  Our name, Taste Budz, says it all as our product packs a flavorful bowl that tastes just as good and pungent as it smells in the jar."
