1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Albert Walker,https://ddd33q3967xhi.cloudfront.net/JKqVrrWJ9schkheTHBZGhsr1VgA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fw-Gz5ePWxUC02bhjquq-8HnqcDI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIy96dBzXSUWlBlnz7pRA_albert.jpg,"Rumored to have been a favorite of the Greatful Dead road crew, these earthy, piney flavor notes lead to relaxed, happy, euphoric and munchy high.","Rumored to have been a favorite of the Greatful Dead road crew, these earthy, piney flavor notes lead to relaxed, happy, euphoric and munchy high.",Dream City,"Greetings from all of us at Dream City!

We are a Tier 3 Producer/Processor located in historic Port Townsend on the Olympic Peninsula. Our company has an established reputation for delivering premium cannabis to our consumers and the highest level of service in the industry. Our commitment to honesty, integrity and customer satisfaction has allowed us to add “consistent quality” to our reputation as well. We use only honest test results and are competitively priced.

Our product is grown in soil. We believe the flavor benefits outweigh the production benefits of soilless grown product. We use 100% climate controlled, state-of-the-art greenhouses that allow us to maximize our ability to produce premium cannabis. Our use of pesticides is focused on Integrated Pest Management (IPM), and minimal amounts of WSLCB-allowed pesticides.

Our signature purple packaging and unique labels allow for our product to visually stand out amongst other brands while our beautiful Galatea dances on the back of the package, a testament to our Port Townsend heritage. We are always emerging with new products and product strains. Our inventory/price list is regularly updated and available to our retailers through a live link. We encourage any of our retail partners to bring their team up to the site for tours of the facility with the goal of educating and inspiring fellow members of the cannabis community."
Albert Walker,https://ddd33q3967xhi.cloudfront.net/0SZ_P6jA6F-0fPhu850aNZSLGN4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fspQIFfoGEmMh5AzUJP5SmQD6FXk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAgEWtCQoSR7IYJ8M1rOg_AlbertW.jpg,PINE ● LEMONGRASS ● EARTH ● FOCUS,"*Awarded Best Hybrid, 2016 Oregon Dope Cup

 (shares lineage from Indica and Sativa)

Lineage: Genetics Unknown

Structure: Deep green buds with very light pistils and nodules bursting out in all directions. Very unique structure with the occasional flash of purple. 

Aroma: Extremely robust pine and lemongrass buried in a fruit basket of red grapes and pineapple.  

Taste: The smell really translates to taste with this strain. Prominent flavors are definitely the earthy pine funk and lemon zest. Well-rounded effects that might make you feel a little lazy but will likely stimulate creativity. 

Effects: Comes on gently and is conducive to a wide range of activities. The dynamic effects of Albert Walker promote mental clarity and creative focus.",7 Points Oregon,"7 Points Oregon is a clean green certified, indoor cultivation facility for recreational cannabis based in Portland, OR. Our intention is to elevate the potential of our plants with emphasis on sustainability. There are 3 major things we feel go into growing great cannabis: Providing the best possible environment, utilizing quality organic inputs and love.

7 Points Oregon prides itself on striving to grow some of the cleanest and most flavorful cannabis possible. This process has led us to a style of growing called Veganics. This is a organic method of cultivation using only plant based nutrients and compost teas. This provides nutrition to the plant very quickly, leaving behind little residue. In our experience, this style of growing allows us to maintain our focus on organic process while also developing a wonderful terpene profile and creating an amazingly clean smelling and tasting product. Enjoy!"
Alice in Wonderland,https://ddd33q3967xhi.cloudfront.net/R4JWyEC9GSDGfThwZXTY05r8HGE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fNAv8guiBzH_L57lpx_cMbdm8BNk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fVWBoVJGfS7icPYAToAfe,"AIW provides users with an uplifting, euphoric effect, while also providing heightened cerebral and sensory experiences.","Alice In Wonderland is often abbreviated as AIW, this strain is said to be a descendant of Willy's Wonder. Alice in Wonderland has a flowery, earthy taste with a hint of fruit or citrus. AIW provides users with an uplifting, euphoric effect, while also providing heightened cerebral and sensory experiences. Recommended for relaxation from restlessness and may provide some mid-day stress relief. Great for either creative or outdoor activities. Some users may also incur a heightened sensory experience, reminiscent of Alice's trip down the rabbit hole.",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Alien Dawg,https://ddd33q3967xhi.cloudfront.net/374lmnbU4ZvgY7xDCN-rvA7-5pg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2faf3oV07dwKqanW_sFU2DvNczKkQ%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fp0hnVJBWQaq6I4XwW2Ay_Alien%2bDawg%2bMacro.jpg,Indica  |  Alien Tech X Chem Dawg,"Regardless of Alien Dawg’s mysterious genetic origin, it has become a staple for any cannabis connoisseur. Take a sniff of the array of pungent and earthy aromas produced by its Hindu Kush and Chem Dawg lineage.",Nebula Gardens,"Nebula Gardens is a Tier III I-502 licensed producer/processor located in Washington state. Nebula was founded by a group of skilled and experienced growers all well-known from
Washington’s medical industry. Led by award-winning Master Grower, Robert Meyer, the company has adopted his organic and natural minded methodologies, and hands on approach to produce only the best quality cannabis in the state. Nebula also is armed with some of the industry’s top award-winning genetics, and a custom-built facility to guarantee consistent production of top-shelf cannabis.

Organics are Nebula's specialty. No pesticides, no fungicides, no herbicides, and lots of ""TLC"" are the keys to growing Nebula's pure and potent premium cannabis. Plants are cared for hands-on by individuals each and every day throughout the growing cycle. Nebula then follows up with rigorous internal quality controls and external lab testing to ensure standards are met for quality, purity, and potency.

Look out for an ever-evolving rotation of potent and flavorful strains produced by Nebula, as well as some of the state’s best concentrates. New strains often join the Nebula family as Robert runs a unique and exciting breeding program. This allows Nebula Gardens to always have original one of a kind product from seed to sale."
Allen Wrench,https://ddd33q3967xhi.cloudfront.net/psyTkpPZPKOOPINKgAD8zvQPg-0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2feooXpdD2SMM_NGmeS3tPtEC9gbA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fyib5KvIyRUC4c8swk2K6_allenwrench-bag.jpg,The motivational speaker of the flower world!,"The motivational speaker of the flower world! This inspirational sativa-dominant strain enhances mental clarity and puts a spring in your step, all the while leaving you with a relaxed, full body sensation. This cross of Trainwreck (with its lemony pine flavor) and New York City Diesel (with its spicy fuel taste and bar-raising cerebral high) is a perfect pairing to create this unique sativa hybrid. 
Palate and Aroma: clove, black pepper, pink grapefruit, lemon zest with a hint of cedar",Artizen Cannabis,"Our flagship facility was custom designed and built in Lacey, Washington in 2014. Early the next year we launched our strain collection, immediately catching the attention of connoisseurs and experienced shop owners and budtenders — folks who know premium cannabis.

Dedication and experience have brought us to the present day, when we can look back, take a deep breathe and give ourselves a small but deserved pat on the back for having come so far.

We take great pride in our work, from cultivation to packaging, ensuring everything is just right and that your Artizen experience lives up to our own high standards."
Aloha,https://ddd33q3967xhi.cloudfront.net/KuhgFpOLRLvK02lB28O8Qjate40=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUSZRqpm1pP3l-etwsvBXCNmkvmI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fTcUodMS9QSn48baTzu08_Aloha1g_cutout.jpg,Calm & Content,"Soulshine's Aloha is a sativa-dominant hybrid strain that leaves users with an upbeat, energetic buzz and may also be helpful in treating pain such as migraines. Aloha’s flowers will be large and fluffy, with plenty of room for white wispy hairs and sparkling crystals. The aroma of this strain is that of grass and citrus for a fresh experience that may have you thinking of your next island getaway. Its sativa effects can be a little much for some users, so those who are looking for less mental stimulation should be warned.",Soulshine Cannabis,"Soulshine Cannabis is an indoor grow based out of Renton, WA. We set out to be a socially conscious cannabis company from the very beginning.  After figuring out our logo, box design, and what our brand meant to us,  it was important to focus on the packaging. It needed to be compostable, recyclable, and non-wasteful, while being unique, efficient, and something we would be proud to see in our retail partners stores."
"Aloha, Single-Strain Pak",https://ddd33q3967xhi.cloudfront.net/2SJD0mWDVTimK63kB7oSBccrArY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fLa40zdj3tHidxHfZEHFhDkCeF0Y%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fUFcdooGOQ2Ozl5OTXZzx_huxton-aloha.jpg,Available in one eighth and one gram paks,"Aloha's flowers breathe aromas of fresh grass and citrus, as it brings energy and mental stimulation. Look for a unique bud structure of white wispy hairs and sparkling crystals.",HUXTON,"HUXTON is devoted to complimenting your lifestyle. 

Our cannabis strains result from small-batch, top canopy, hand-treated grow facilities. Our innovation results from HUXTON being one of the first experience-based cannabis brands in the US. We understand our HUXTON tribe, and have continuously honed the journey from farm to dispensary with them in mind. Enjoy proudly. 

*We treat our products naturally from soil to packaging, and hold ourselves accountable to regular testing for ensured consistency and quality."
Ambrosia Kush,https://ddd33q3967xhi.cloudfront.net/vvCd_Hb8E4Y1Vzu_zOB9OKx9Tws=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fKbo0vfLR1XYXT1f1fEKWLKZtCxE%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fSWiE9DLTzmOYtMqAOZBg_ambrosiakush6.JPG,20.26% THC and 3.40% Terpenes,"Rogue Farmer's Ambrosia Kush came in at 20.26% THC, and 3.40% Terpenes. Ambrosia Kush is a cross between Mazar I Sharif, which is an Indica, and Skunk #1, which is a hybrid. This strain comes with an intense body high, and a trippy vivid experience.  Ambrosia Kush can help with depression stress and pain. It has also been known to sometimes help with headaches or lack of appetite. The beautiful flavors from this flower have hints of earthy chestnut and sweet citrus.",Rogue Farmer ,Sun Grown
AMG #17,https://ddd33q3967xhi.cloudfront.net/VaTYI3vr8VBNc_b6UsGxtRlEOtk=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fAPrs1DE_-QJm4ZiskracwyFeDjo%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fIVyIll9oQx8QEpDqzK7O_amg17.jpg,Amnesia Haze X Biker OG,Pearl Pharma's AMG #17 is a Hybrid flower strain with balanced mind and body experiences that leave you feeling both relaxed and cerebrally stimulated.,Pearl Pharma,"Pearl Pharma is a cultivation company that has been growing since 1998. Our most famous strain would be our Kosher Jack, followed closely by our Sin Mint Cookies from seeds by SinCity Seeds. 

Located in multiple dispensaries and delivery services across Southern California, Pearl Pharma has flower, concentrates, and pre-rolls for any mood of your week."
AMG #21,https://ddd33q3967xhi.cloudfront.net/s7aRV9fdBeEekQD5VgC-NiHQjFo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fTtYqqr1JUcpnjQZGGlPhT0N2CGA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHwWfVYiTaWOBhPBJSVcT_amg21.jpg,AMG #21 Amnesia Haze X Biker OG Bred by Karma Genetics,"AMG #21 is the sativa dominant hybrid cross of Amnesia Haze and Biker OG bred by Karma Genetics. Most recent test results show this strain at 26.41% total cannabinoids! This particular phenotype’s terpene profile consists mostly of Linalool, Limonene and, Caryophyllene that create a fruity, herbal and sugary smell reminiscent of grape juice!",Pearl Pharma,"Pearl Pharma is a cultivation company that has been growing since 1998. Our most famous strain would be our Kosher Jack, followed closely by our Sin Mint Cookies from seeds by SinCity Seeds. 

Located in multiple dispensaries and delivery services across Southern California, Pearl Pharma has flower, concentrates, and pre-rolls for any mood of your week."
