1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Mt. Hood Magic,https://ddd33q3967xhi.cloudfront.net/AsBxL8O1NOf-phPl42lIrQqGmJY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4G0KkDAHZL5F5cTcCZ1hH0id-Hc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fjYakVkRHaU8NdngO793g_Mt.%2bHood%2bMAgic%2b2.jpg,"Citrus, Diesel /// Earthy, Citrus","Mt. Hood Magic named after Portland's local volcano is a great uplifting strain with both Euphoric and creative properties. On the medical side its effects can help clear stress and anxiety, as well as push back nausea and pain.",Cannabis Nation Cultivation,"What began as medical grow operation in Portland, Oregon, has emerged as a leader in Oregon's cannabis industry with a collection of dispensaries serving the Pacific Northwest.  Topping Leafly's ""Best of the Month"" list multiple times, we strive to continue to provide the highest-quality product and professionalism.

At Cannabis Nation dispensaries, our storefronts have been exquisitely designed with a unique open layout, allowing customers to take their time and enjoy browsing our plentiful selection of only the highest quality cannabis flower, much of which is still cultivated in-house, as well as top-shelf concentrates, edibles, topicals and tinctures.

Or, if you would prefer, our expert Budtenders will assist you personally.  Whether you are a first-time consumer, business professional, senior citizen, or OMMP cardholder, we will strive to ensure that any questions you have are answered and that you leave with the product that fits your needs and lifestyle.

With four dispensaries located in Beaverton, Seaside, Gresham, Oregon City and a fifth location coming soon to Sun River, our family of young entrepreneurs hopes that one day our company's name reflects reality.

Visit us soon and join the Cannabis Nation!"
Mystery Bud,https://ddd33q3967xhi.cloudfront.net/tcbw6YHmIDOsBO0Pi5-lniYu-CE=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f4_OeoR1wMpfvlOWgF0MTxYunKH0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252feMsbDsUQvimBqKPSzN3A_IMG_20170605_200224.jpg,Holland Mystery Bud is a unknown possibly hybrid strain.  No further info is available.,,NorthSide Greens,"NSG is a Medical Marijuana delivery service.  All products are produced indoors only.  We currently only carry two strains, AK48 and Mystery bud.  We are not yet open (TBD)."
Narnia,https://ddd33q3967xhi.cloudfront.net/xobUVWU-PBfj71sA1R-UtWkbqv8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fucXAwIVpV2ur_GlaKYkFYEp5UaU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f5X6f3WPGTSKiU9KqLuQs_Narnia_H22.jpg,"""Blissfully Focused""","Narnia, a strain produced by Soulshine Cannabis and developed by Advanced Growing Technologies, is the stimulating sativa-dominant cross of Jack Herer and Trainwreck. It has an incredibly fast onset, imbuing consumers with an amplified sense of their imaginations while promoting upbeat physical activity. This long-lasting strain has massive trichome production and a terpene profile rich with citrus tang, spice, and a touch of sweetness. Enjoy Narnia to enhance mood, encourage creativity, and nullify lethargy.",Soulshine Cannabis,"Soulshine Cannabis is an indoor grow based out of Renton, WA. We set out to be a socially conscious cannabis company from the very beginning.  After figuring out our logo, box design, and what our brand meant to us,  it was important to focus on the packaging. It needed to be compostable, recyclable, and non-wasteful, while being unique, efficient, and something we would be proud to see in our retail partners stores."
Nitrogen sealed cans,https://ddd33q3967xhi.cloudfront.net/nv15YugC8j3ETWnqI-H36N3dqNg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fdEL571UJXqDWSDLZlFtCB6F_U5Q%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fwAdEbwXbSGSMfWGfSbyu_canned.jpg,3.5 gram cans Nitrogen sealed to deliver a product as fresh as the day it was packed. Check out all our strain options on our site!,"3.5 grams of specially selected flower, in an eco-friendly, nitrogen sealed can that keeps the flower as fresh as the day it was packed. Displacing the oxygen with nitrogen extends the shelf life, and each patient is ensured a consistent experience. Also available in High CBD strains, check out all available strains on our website!",True Humboldt,"Humboldt is more than a place where great medicine is grown. It’s an icon, a legend, an idea, a philosophy, and, to True Humboldt, it’s even a mission. We believe cannabis can play a healing role in a patient’s life. Physically. Emotionally. Environmentally. Even spiritually. That’s why we’ve dedicated ourselves to offering the best cannabis and services available anywhere.

While we obsess about maintaining the world-renowned tradition of Humboldt’s superior quality, we also focused on breaking new ground in getting our excess medicine to patients that need it. By helping farmers and dispensaries smooth the reimbursement process, we’ve successfully developed a complete distribution network throughout the state.

We’re a growing network of farmers.
We’re run by a conscience, not a corporation. The founding members have lived in Humboldt for an average of 25 years. We raise our families in Humboldt, and we run our businesses throughout Humboldt County and in Arcata. We’re always interested in talking to like-minded farmers, so get in touch with us if you’d like to preserve the tradition of Humboldt quality and craft.

We work closely together.
By working together, we’re lowering the costs of production, establishing standards for superior consistency and quality control, competing in a competitive branded market, and preserving the heritage of Humboldt’s most notorious commodity.

We’re community-minded.
We’re not just a collective of farmers who share our accumulated knowledge and experience with each other. We also employ members of our community whenever possible and pay them living wages. We also work with local environmental engineers, lumber and construction companies, soil labs, nurseries, accountants, and more. Because we believe we’re all in it together.

We’re evolving.
Although we’ve been around for a while, we know reform is on its way and that we need to adapt. This requires vision and the ability to thrive in a new environment. We’re already leading by example, too. We are seeking to fully permit our farms and are actively pursuing compliance with county regulatory agencies.

We’re craftsmen.
Some craftsmen work with hammers and saws. We work with the earth, flowers, and sun. Each True Humboldt farmer is dedicated to carrying on the tradition of quality."
Northern Lights,https://ddd33q3967xhi.cloudfront.net/c-ohQ7dgknUrsZz1-ylTGiM5QVI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fmFatNDh0s8N_7NSeUZxUL2Zc0Go%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fcdn.filepicker.io%252fapi%252ffile%252fNtaz1MV7QSysjqkVnK3p,"Northern Lights is known for its resin rich flowers and sweet, spicy flavor. This strain is perfect for bedtime to curb restlessness and relax.","Northern Lights is known to have originated from an island near Seattle in the Puget Sound, but was propagated in Holland in the mid 1980’s through extensive breeding. Northern Lights is a descendant of an Indigenous Afghani and Thai Land race strains. Northern Lights and its many descendants are a favorite at the High Times Cannabis Cup and have taken home many awards. Northern Lights is known for its resin rich flowers and sweet, spicy flavor. This strain is perfect for bedtime to curb restlessness and relax.",Cannasol Farms,"Nature intended for plants to be grown in the sun, and at Cannasol Farms, it is our dedication to growing the finest cannabis for over 20 years that led us to recognize that sun grown plants produce a better product. With dozens of unique strains, we have spent years perfecting the art and science of sustainable cannabis.

Because we believe cannabis only reaches its full potential in a natural environment, we grow our plants under the powerful Okanogan sunshine. Our complex sativa dominant strains take longer to mature, and their colas (the flower of the plant) need natural full spectrum sunlight to develop mature trichomes, which leads to more potent and rich cannabinoid profiles. You can see, smell, and taste the difference.

Because quality takes time, we don’t rush the plant. Many growers get eager to package their product, leaving it too green and raw. In order to achieve a more complex and refined terpene profile, you need time to slow cure as you would a fine tobacco or coffee. Cannasol Farms proudly slow cures our flowers for taste and experience rarely achieved in cannabis today. We select the best colas of the harvest to be hanged dry and slow cured in cool, low oxygen conditions. This allows the chlorophyl to degrade which smooths the smoke and allows the terpenes to be fully expressed, enhancing the cannabinoid profile. Cannasol Farms proudly long cures our flowers for taste and experience rarely achieved in cannabis today.

Cannasol cannabis is pure and natural, free from harsh pesticides and artificial chemicals. Only baking soda, potassium bicarbonate, and vinegar is used to prevent mildew and mold and regulate PH."
Northern Lights,https://ddd33q3967xhi.cloudfront.net/YlSOJeiPkqI0V0TOGUDCNGxXm30=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fVL1rxODl3dRvoOKLQGeEYUDhT7w%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252flWINCOSeRz2FeLtiENEX_north%2bstar_dry%2bflower_bedford%2bgrow-5.jpg,Northern Lights is a very versatile and gentle Indica strain ideal for medicating any time of day.,"Northern Lights is a gentle, long lasting Indica flower. The hallmarks of this strain are cerebral, euphoric effects with physical relaxation and mental clarity. The effect this flower provides may vary from patient to patient.",Bedford Grow,"From seed to patient, Bedford Grow upholds itself to the highest standards in plant care and quality products to provide therapeutic healing for the patients of Illinois."
Northwest Pineapple,https://ddd33q3967xhi.cloudfront.net/AEpXwQvKQnWHpSI7IZgq1dRtY_Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsFgxh5xXUs47YPo1S568QsVs0nk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fNJK7DzOwSTWqHtXEpvOE_PINEAPPLE-2000PX-1.jpg,Sweet. Fruity. Citrus.,"Northwest Pineapple is an indica dominant hybrid strain created as a cross of the classic Northern Lights x Oregon Pineapple strains. Although the exact indica to sativa ratio is unknown, this bud has been lab tested at having a THC level of up to 20%. Much like its name suggests, NW Pineapple has an enticing aroma of sweet earthy pineapple with just a dash of haze. The taste is very much the same, with a delicious sweet earthy pineapple flavor that is accented by a hint of hazy citrus that intensifies upon exhale. NW Pineapple buds have large oversized fluffy and airy light minty green spade-shaped nugs with a thick layer of rich amber hairs and a frosty coating of crystal milky white trichomes.",TreeHawk Farms,"TreeHawk Farms is a licensed Tier III Producer/Processor of organically grown cannabis  in the foothills of the Olympic Peninsula.

Our mission is to provide consumers with handcrafted, artisanal cannabis that retailers can proudly sell and the consumer can enjoy responsibly."
Now & Later,https://ddd33q3967xhi.cloudfront.net/2uKLm2gKImNKXEUebuGg8ND3sWQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fOBFu3NF9Mnrws4WVW7ijaz-t5_0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fH4TQ3HCgRMmqVpl3p1RJ_nowlater.jpg,Cookies  Fam.,Connected Cannabis Co. Powered By Cookies.,Connected Cannabis Co.,"Who We Are

We’re not jumping on the marijuana trend in this country. It’s catching up to us. We’ve been living this life for years, because we believe in doing what you want. In freedom of expression. In pursuing happiness, and helping out others along the way. 

So we provide the highest quality recreational and medicinal marijuana products you’ll find. How do we know this? Because our toughest critics are ourselves, and if it’s not something we love it’s not going on the shelves. Ask our budtenders to help find the perfect match for what you’re looking for, and keep doing you."
Nurse Joy,https://ddd33q3967xhi.cloudfront.net/KaQ8YDpk64RkvI94eqgr7omOxiQ=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fD88v5iusYkpHGe1qtz9sGrpnGao%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fk4cN3gxaTeSUalLIDw37_DSC_8959.jpg,Nurse Joy: Mad Scientist x Jack The Ripper,Nurse Joy: Mad Scientist x Jack The Ripper,GreenRush - Washington ,"GreenRush Cannabis is a WA i502 producer-processor located in the scenic Snohomish Valley. We produce a clean, sophisticated crop that has become a preferred brand for a number of top shops in Washington state known for our consistent terpene flavor, high quality, and deep impact. 

GreenRush Cannabis comes highly recommended by expert budtenders and is often back-ordered by each of our vendors.

At this time, you can find Green Rush products in Washington State at these retailers:
-- Seattle Cannabis Co.
-- Bud Hut
-- Local Roots
-- Gold Bar Marijuana
-- Loving Farms
-- Puget Sound Marijuana
-- Cascade Kropz

Visit our website to find out which of our retail partners is nearest to you."
NYC Sour Diesel,https://ddd33q3967xhi.cloudfront.net/4p0EdQLRSx-M8ene3KcyEfvgQd4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fGq0dniZQtx9sJte0DapBJqxBiBU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fPMQNUW2LTmeJ37G5DaUb_IMG_0424.JPG,Italian Imported seeds for NYC Diesel! 60%Sativa and very great high!,,A.G.I.M,"Try some of My NYC Diesel Kush! Family imported 100% Italian seeds grown in America! Potent Plants with a very great high! Sativa dominant, indoor grown, 20% THC level!"
