1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Pineapple Cookies,https://ddd33q3967xhi.cloudfront.net/5OY2vj-DjF7yXGyfbRdu1xIYdBM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fpYDw1pbzOmowDDyKe4SP-KicdbU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fVFiabOjrRoOV5eXxNJjV_pinapple.jpg,A Calyx Garden Pineapple OG Kush male crossed with Platinum GSC (f.k.a. Girl Scout Cookies),Our Calyx Garden Pineapple Cookies evolved from one of our male Pineapple OG Kush (Poison OG X Purple Pineapple) crossed with the Platinum GSC (f.k.a. Girl Scout Cookies). She is a very close cousin to our Suicide Girl strain and shares many of the same ancestors. The phenotype that was selected as the Pineapple Cookies is heavy on the characteristics of the super dense cookies cut but with a bit of the fruity dankness that the Pineapple OG brings. It is another one of our high THC favorites that we can't seem to produce enough of. You can expect a high very similar to the GSC but known to be a creeper and have a long lasting introspective high.,Calyx Garden,"Calyx Garden is a brand of high potency cannabis varieties that were bred to cover a wide spectrum of highly desired traits. All of the varieties have a very unique cannabinoid ratio and terpenoid profile that were selected over many years of selective breeding with a focus on introducing beautiful, high cannabinoid flowers that have exceptional flavors and aromas. We have covered a wide spectrum ranging from Sativa dominant varieties to Indica dominant varieties that all have a unique cannabinoid ratio to cover a range of medicinally, recreationally and spiritually desired effects.
Our products are currently distributed to dispensaries throughout California. At this time we are expanding to other cannabis producers by offering several of our high grade brands and are working constantly on creating new hybrid strains which will be released in the near future."
Pineapple Dream,https://ddd33q3967xhi.cloudfront.net/jtEyAyDJag4WjQgNnH-EwBO7C2Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fIZ7Ze8sSa8761x-4zS-QdmRu4Wk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fuiESdFpfRAeT8RcYc1zw_DSC_7373.jpg,Pineapple Dream: Blue Dream x Pineapple OG,Pineapple Dream: Blue Dream x Pineapple OG,GreenRush - Washington ,"GreenRush Cannabis is a WA i502 producer-processor located in the scenic Snohomish Valley. We produce a clean, sophisticated crop that has become a preferred brand for a number of top shops in Washington state known for our consistent terpene flavor, high quality, and deep impact. 

GreenRush Cannabis comes highly recommended by expert budtenders and is often back-ordered by each of our vendors.

At this time, you can find Green Rush products in Washington State at these retailers:
-- Seattle Cannabis Co.
-- Bud Hut
-- Local Roots
-- Gold Bar Marijuana
-- Loving Farms
-- Puget Sound Marijuana
-- Cascade Kropz

Visit our website to find out which of our retail partners is nearest to you."
Pineapple Express,https://ddd33q3967xhi.cloudfront.net/LfiSHoORdNLvc6o04ZR_gnE4sq4=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsQtqA3bHuVY8wI6u18gI8sqduSg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f3bsVDD8YQvKkSCMZZIQG_pineapple.jpg,Trainwreck x Hawaii Maui Wowie,"Sativa Dominant Hybrid

This strain is perfect for lifting a bum mood or catalyzing a positive social situation.  Its buzz has a mellow onset but deepens over time and doesn’t overlook your sore muscles after it gently massages your mind.",Yerba Buena,Clean Green Certified & Certified Kind. OLCC-licensed recreational producer in Oregon. 21+ only.
Pineapple Express,https://ddd33q3967xhi.cloudfront.net/LeGJ4hBBCcs6DlcgrreJkcEKc-g=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fnV0gDplKC3lCADvHWDhJwb8MMz0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fpN8EnT5QRG1eJObUqHMg_pineEX.jpg,"Citurs, Pine, Sweet, Tropical //// Earthy, Pine, Sweet",Pineapple Express is a very popular strain that can launch its victim into a spiraling decent of happy and uplifting thoughts.,Cannabis Nation Cultivation,"What began as medical grow operation in Portland, Oregon, has emerged as a leader in Oregon's cannabis industry with a collection of dispensaries serving the Pacific Northwest.  Topping Leafly's ""Best of the Month"" list multiple times, we strive to continue to provide the highest-quality product and professionalism.

At Cannabis Nation dispensaries, our storefronts have been exquisitely designed with a unique open layout, allowing customers to take their time and enjoy browsing our plentiful selection of only the highest quality cannabis flower, much of which is still cultivated in-house, as well as top-shelf concentrates, edibles, topicals and tinctures.

Or, if you would prefer, our expert Budtenders will assist you personally.  Whether you are a first-time consumer, business professional, senior citizen, or OMMP cardholder, we will strive to ensure that any questions you have are answered and that you leave with the product that fits your needs and lifestyle.

With four dispensaries located in Beaverton, Seaside, Gresham, Oregon City and a fifth location coming soon to Sun River, our family of young entrepreneurs hopes that one day our company's name reflects reality.

Visit us soon and join the Cannabis Nation!"
Pineapple Express,https://ddd33q3967xhi.cloudfront.net/Ej0EkDGC4N8rsqZs9RtW8jm72JM=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fOBXE2fiwCOI9KHF4B48ctQe0nsM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fd3NSe2FRDCU0rBkUJvhg_Screen%2bShot%2b2017-10-05%2bat%2b2.04.40%2bPM.png,"pineapple, sweet, tropical","Sativa Hybrid
Genetics: Trainwreck X Maui Wowie
Flavor: pineapple, sweet, tropical
High: happy, uplifted, euphoric, relaxed",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Pineapple Express,https://ddd33q3967xhi.cloudfront.net/2YszAUnZDeXZ-IrTlEBTIB8ktxc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2frV5dPRc9_sfb5566BHfqC-K1wkI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKCjVAnueS4yluvQLVjVx_pineex.jpg,,"CascadeHigh's Pineapple Express is their take on a classic offspring of Trainwreck and Hawaiian, offering a perfect Hybrid combo of head and body effects. With the floral and sweet aromas associated with pineapples, this strains flavor pleases many patients' taste buds, while offering an energizing, uplifting head high combined with a soothing body buzz.",Cascade High,Our mission is to consciously and responsibly cultivate quality cannabis for a consistently enjoyable user experience.
Pineapple Orange Guava  (Family Strong Farms),https://ddd33q3967xhi.cloudfront.net/Fb7XXYK0aNDGHUyNgBZPtJZbCYI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcEzV5z8iikLLOXxGFOX60jSj6Ts%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fZqZsngnQROOub7qDzvuw_pineapple.jpg,HYBRID SATIVATHC: 21.05 CBD: .43,"Pineapple Orange Guava is a delicious, slightly sativa dominant hybrid strain (60% sativa/40% indica) that kicks a  20+% average THC level. Pineapple Orange Guava has a mouth-watering taste and smell – a sickly sweet orange with hints of earthy pineapple, pine and of course guava! This mildly heady strain is perfect for new users and seasoned smokers alike due to the mild THC level and delicious taste and auroma. Smoking Pineapple Orange Guava will give you a creeping chill high that's characterized by an indica cerebral high with insane clarity and focus, followed by an indica warming body buzz. Be careful not to smoke too much at once – it will give you fits of giggles and make you a little more talkative than you should be in the average social situation. Because of its clarifying effects that encourage social interaction and subtle body high, this bud is perfect for treating social anxiety, stress disorders, and PTSD. Pineapple Orange Guava has sticky resinous minty green nugs of medium density that have a light layer of crystals and a slightly golden hue.
http://www.cblabstesting.com/test-results/pineapple-orange-guava-2/",Healing Light Bodega,"Patients deserve to have Medical Marijuana that is clean and natural. As farmers and patients, we respect the plant and grow only the best Medical Cannabis using only the best farming practices. 

All medicinal cannabis products cultivated and produced are thoroughly tested by CB Labs in Novato, CA for Cannabinoid Potency, Terpene Content, Pesticides, Microbiological Contamination (mold, fungus, yeast, E Coli) and Residual Solvents (for extracts). All Medical Cannabis must receive a SLAMM Certification (Safe Legal Access to Medical Marijuana) to be offered on our menu."
Pineapple Super Silver Haze,https://ddd33q3967xhi.cloudfront.net/-KC61fFz1I7qrHg2l6P2a_6APLA=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f7MlJObm5QN1CypD-Zdz0C6taTVY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fPZVtsIOmROK4iqeCgOLL_Packages%2bSativa.jpg,Sativa  |  Pineapple Express X Super Silver Haze,"The brainchild of our Master Grower Rob, Pineapple Super Silver Haze exploded into the marketplace at light speed. Experts have racked their brains as to exactly which strain Rob crossed with the classic Super Silver Haze. Revel in the note of tropical fruits and prepare for takeoff. It’s the perfect way to add some zest in the morning to start your day off right. Experts agree it is “an amazing haze cross… coming from some of the best growers in the NW.” (Leafly)",Nebula Gardens,"Nebula Gardens is a Tier III I-502 licensed producer/processor located in Washington state. Nebula was founded by a group of skilled and experienced growers all well-known from
Washington’s medical industry. Led by award-winning Master Grower, Robert Meyer, the company has adopted his organic and natural minded methodologies, and hands on approach to produce only the best quality cannabis in the state. Nebula also is armed with some of the industry’s top award-winning genetics, and a custom-built facility to guarantee consistent production of top-shelf cannabis.

Organics are Nebula's specialty. No pesticides, no fungicides, no herbicides, and lots of ""TLC"" are the keys to growing Nebula's pure and potent premium cannabis. Plants are cared for hands-on by individuals each and every day throughout the growing cycle. Nebula then follows up with rigorous internal quality controls and external lab testing to ensure standards are met for quality, purity, and potency.

Look out for an ever-evolving rotation of potent and flavorful strains produced by Nebula, as well as some of the state’s best concentrates. New strains often join the Nebula family as Robert runs a unique and exciting breeding program. This allows Nebula Gardens to always have original one of a kind product from seed to sale."
Pink Kush,https://ddd33q3967xhi.cloudfront.net/IteDxEYSfI9c3ClQ7tuti2YGfsI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fpSTZ6n1gKfkQlD_qE1cq9fuq_f4%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f1D5EvLPRSKr100YJ9NT2_Tilray-SquareT300Bag.jpg,An indica-dominant relative of OG Kush.,"An indica-dominant relative of OG Kush. Top terpenes include limonene, linalool and caryophyllene. Tilray's Pink Kush won Top Hybrid Flower at 2017 Canadian Cannabis Awards.",Tilray,"Tilray is a global leader in medical cannabis research and production dedicated to providing safe, consistent and reliable therapy to patients. We are the only GMP certified medical cannabis producer currently supplying products to thousands of patients, physicians, pharmacies, hospitals, governments and researchers in Australia, Canada, the European Union and the Americas."
Pink Kush - Indica - BCWEEDCO,https://ddd33q3967xhi.cloudfront.net/RDLUTF7afUYwO0ykXHpeUyMZ1v8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fw_hrp4VlwEMiF856RyqN47UFjA0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fgK69bX9QZOHbgYe7kXp5_pink%2bkush.jpg,"One of the most sought after kush strains, this legend is known for its pungent sweet pine-like smell.","One of the most sought after kush strains, this legend is known for its pungent sweet pine-like smell. A heavy hitting this kush delivers a full body experience that doesn't leave you feeling tired. Good for both day and night time smoking. Nice round dense flowers make this strain a classic for years to come. Best for smoking and vaping.",TopLeaf Canada,"Here at TopLeaf.ca our team sources our products from only the top licensed producers on the west coast Canada. Cannabis Culture is a lifestyle choice, we believe you have the right to make that choice for yourself!"
