1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
Maui Wowie,https://ddd33q3967xhi.cloudfront.net/mwxayB0I7-XfYyCPDHdO80SVrbI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fr2xP-mf_1yN7ITrbk2wFFF2Tu-o%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252flibnWUlpRUuW6tXPE4BF_Screen%2bShot%2b2017-10-05%2bat%2b1.37.53%2bPM.png,"Tropical, Sweet, Citrus","Breeder: Clone Only
Sativa
Flavor: Tropical, Sweet, citrus
High: happy, uplifted, energetic, euphoric",Clandestine Gardens,"Clandestine Gardens formed with the intent to produce and process the finest cannabis in Washington State. The team optimizes extreme care in handling the product from start to finish. They practice with an old school vibe, and with knowledge of harvesting the finest of crops."
Mega Jackpot,https://ddd33q3967xhi.cloudfront.net/Dzq4cPQJD0rtS3bd6pjLS60zkDg=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ffsyAOC2TKFqgRamSAzsBCcxGEpA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fAnXEwqRQQ5ShtcjWUG58_Mega%2bJackpot%2b%25f0%259f%2594%25a5%2b%2523nofilter%2b%2523noflash%2b%2523dempure%2b%2523certifiedkind%2b%2523notill%2b%2523probioticcannabis%2b%2523livingsoilgrown%2b%2523knf%2b%2523420%2b%2523hightimes%2b%2523ganja%2b%2523dank%2b%2523weedstagram.jpg,This strain has a great herbal aroma and is a great sativa for before bed for insomnia patients.,"Mega Jackpot is a 65% sativa-dominant hybrid that is said to have originated in the North-Western United States. Its genetics are commonly referenced as a 3-way cross between Jack Herer (sativa), Northern Lights (indica), and Haze (sativa), however, some European growers have indicated the use of Big Bud Indica instead of Haze. Either phenome is said to be highly potent and very fast acting, having the potential of containing a THC concentration. The typical THC potency of Mega Jackpot rangest between 18%-20%, with 0.05% CBD.
 
Due to its purple hues, Mega Jackpot has a distinctive look with a generous coating of small-ish trichomes to give it a sparkly look. Mega Jackpot has an indica-like, structure being a bushy plant with dark green leaves, large and dense buds, and a thick stalk. 
 
Mega Jackpot has a well-pronounced aroma that is dominated by earthy, skunky and herbal tones, however, the terpene profile is rather complex and users identify a variety of notes ranging from grape and musk, to vanilla and pine. 
 
Medicating with Mega Jackpot is said to stimulate the mind and lift the mood, leading to increased thoughtfullness and a state of happiness and relaxation. Due to its calming effects, Mega Jackpot has been used by medical patients for stress relief, help with mild headaches or light chronic pain, and if used before bed, it as a sedative for overcoming insomnia.",Sacred Flower Farms,"Purveyors of Goodness
Sacred Flower Farms is an OLCC-licensed recreational cannabis producer in the heart of Southern Oregon committed to self-sustaining cultivation methods that go above and beyond to create a superior product.
Much of the cannabis industry has been taken over by chemical nutrient manufacturers. Growers have forgotten how to grow with nature. We believe that only the cleanest flowers can truly showcase the healing properties of cannabis.

An Honest Grow
We never use synthetic fertilizers, poisonous pesticides or harmful herbicides. We grow almost 100% of our farm inputs on site, alongside food for our families. We utilize Probiotic, Living Organic and Korean Natural Farming practices that build a better soil year after year, and a better product as a direct result.
We rely on a ""plants feed plants"" method, making our nutrients through lacto fermentations, as well as sprouted seed teas, compost teas, and botanical teas using homegrown, organic plants and herbs. A healthy soil food web is essential to a deficiency-free, pest-free garden and healthy, clean plants.

Share The Love
Our desire is to show that a sustainable, living organic flower can fully unleash the terpenes, flavonoids, and beneficial properties of the cannabis plant; exciting, enlightening, and healing consumers. We strive to be a model of the way cannabis can and should be cultivated.
We hope you are excited by the flowers produced through our careful strain selection and mindful farming practices, and encourage you to spread the good word about the work we do."
Mendo Breath,https://ddd33q3967xhi.cloudfront.net/GzVFVhZJF1Gi6jIndWlYdl5KysY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f1wQh8RjhbIg5I7ThP2GiiyKUlp0%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fC2MXEW9fRQWFcYUDmqO9_mendo-breath-flower-1600x1600.jpg,The Mendo Breath is a heavy hitter and tastes great while doing it. Indoor Light Dep.,"The Mendo Breath is a heavy hitter and tastes great while doing it. Notes of pungent earthy pine are detected on the Mendo Breath. It's spicy, juicy, and fruity. A killer strain all around.",Apollo Grown,"In Greek mythology, Apollo was the son of Zeus and traditionally one of the most complex and important Gods. He was the God of music, truth, prophecy, healing, light, poetry, and creativity. Most importantly, it’s said that Apollo would ride Pegasus, the winged-horse, to the top of Mount Olympus every morning in order to bring the sun to the people.
The goal of Apollo Grown Inc. is to incorporate this energy into our practice of cultivating the highest quality recreational marijuana products that Oregon has to offer. Like the God Apollo, we strive to be leaders in our community and dedicate ourselves to help make the world a better place through our actions. This motto filters into each and every facet of our company."
Mendocino Purps,https://ddd33q3967xhi.cloudfront.net/lto3uGDN-tZu_OTGY22fYdOkQLI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f__Yn0Rq8n2CMO1dlhK-KBKetzmg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fXSgQV7KyQ8uhfBg4Wuh8_PF_review_icon_mendo_purps.jpg,Potency  9 / 10 . . . . Lineage / Hybrid Strain,"Potency  9 / 10 . . . . Lineage / Hybrid Strain . . . . Flavor / Earthy, Piney, Mildly Sweet . . . . Positives / Very potent strain with an amazing flavor and a heavy couch lock high, Dense and slow burning . . . . Heads Up / Slow motor skills, Drowsiness, It may annihilate your less experienced friends

—
THC / 21.7%   CBD / 0.8%   TERP / 3.0%",Pilot Farm,"OPEN SOURCE FARMING / We keep it simple and honest. Employing the techniques of master farmers of previous generations to produce, provide, and support a product and movement we can all feel good about. Applying the best in farming practices from nutrient density, biodynamics, permaculture, organics and sustainability to all aspects of the plant’s lifecycle (immature, vegetative, flowering, curing, trimming, processing and packaging), Pilot Farm is committed to producing the highest quality, Clean Green Certified®, sun grown, earth made, hand-harvested cannabis. Welcome to the farm—"
Mighty Quin,https://ddd33q3967xhi.cloudfront.net/0UmVCVM4hAB2s9tl08qLr3T__Jc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fTGeOyPAS6kfS4UzUDVJ6bDXGt8k%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f144UzhNQsurK2T4USNE6_mighty%2bq.jpg,The smoke is thick and Earthy and the high makes everything around you seem for fascinating.,"Type | Hybrid (Sativa Dominant)
Genetics | Harlequin x City of God

The smoke is thick and Earthy and the high makes everything around you seem for fascinating. This strain brings on an intense focus that helps with schoolwork, chores or anything that requires putting your head down and just going for it.",Phantom Farms,"Phantom Farms, a licensed recreational cannabis producer, was founded in Oregon in 2008 on the principle that the best products come straight from the earth. We cultivate Clean Green Certified® cannabis using organic methods, sustainable practices and volcanic filtered water in both our indoor and outdoor facilities. No exceptions. When aligned, these factors provide for a flourishing ecosystem – the perfect environment for mighty tasty cannabis."
MK Ultra,https://ddd33q3967xhi.cloudfront.net/vTZ_YIe4VD8I94NzYHcXJNy4Yp0=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f47C0gom5NvWicjDfMzLOxj6C_hc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f9XRnJ7FTJ2do2tr8gZuW_MKUltra_StrainArt.png,G-13  x  OG Kush,"MK Ultra by T.H. Seeds is an unusual Indica strain named after the infamous brainwashing experiments conducted by the CIA in the 1950s. MK Ultra has tight resin-coated buds, with a pungent, cheesy aroma. Users enjoy its smooth, complex flavor, and lasting effects. You'll be sure to feel some stranger things.

2003 High Times Cannabis Cup - 1st Place for Best Indica
2004 High Times Cannabis Cup - 2nd Place for Best Indica",Virginia Co.,"At the Virginia Company, the most important goal is consistency. Consistency in flavor. Consistency in potency. Consistency in quality. And the only way to achieve unequalled consistency is to have complete control of your cannabis from seed to seal.

It starts with our Controlled-Environment Agriculture (CEA) approach. Our grow has been engineered to leave nothing in the growing process to chance and allow us to dial in temperature, humidity, carbon dioxide, light, nutrient concentration, and nutrient pH for each individual strain. A controlled environment also means nothing from the outside gets in and only the most potent cannabis is shipped out.

What makes the Virginia Company cannabis so special is the way it’s grown: high-pressure aeroponics. To be clear, this is not hydroponics—it’s better. High-pressure aeroponics is a system whereby the roots, suspended in air, are saturated by a fine mist of water and nutrients. And because the roots are suspended, there’s zero soil and 100% oxygen and carbon dioxide reception. The result is flower achieving its genetic potential every single time. And as a bonus, high-pressure aeroponics uses 65% less water than hydroponics, so you can rest assured it’s environmentally friendly too."
Money'$ Pug Life,https://ddd33q3967xhi.cloudfront.net/Ou3q7_KV5JGpX32EYotAK4pqVbI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fEMWEykEL7ZaKv1EShtKYcA_OCtk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fWXvQwsn3RRSFOXZDxywr_money%2527s%2bpug%2blife_dry%2bflower_bedford%2bgrow-2.jpg,"As the name would have one think, Money'$ Pug Life is an uplifting, buoyant Sativa flower.","Money'$ Pug Life is a Sativa strain, although patients partial to Indica strains find the effects of this flower favorable. With the uplift denoted with many Sativa and Sativa dominant strains and the physical relaxation characterized by Indicas, Money'$ Pug Life is smooth and gentle, making this flower an ideal daytime medication for patients with anxiety.",Bedford Grow,"From seed to patient, Bedford Grow upholds itself to the highest standards in plant care and quality products to provide therapeutic healing for the patients of Illinois."
Monkey Bread #1 (Bred by Certified Portland),https://ddd33q3967xhi.cloudfront.net/W4Hs-RPzyi3s66dTNV1Jxy-sTPI=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fEgRpgvKQubVCw7Xq8l96F4opeUA%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252faXWuRlQgSP6M5ZZ8eiSf_Monkey%2bBread%2b-%2bCertified%2bPDX%2bNovember%2b2017%2b-%2b1.jpg,Exotic Genetix's Grease Monkey (GG4/Cookies & Cream) x Forum Cut GSC sourced from Archive Portland,"Monkey Bread #1 is an hybrid strain that crosses Exotic Genetix's Grease Monkey (GG4/Cookies & Cream) with Forum Cut GSC sourced from Archive Portland. This strain has the large, bold structure of GG4 with purple hues and a gassy-cookie aroma & flavor.  This perfectly potent heavy-hitting hybrid will get you exactly what you need to relax or conquer the day.",Certified Portland,"At Certified Portland, we are committed to cultivating much more than high quality genetics from master breeders. We are also committed to nurturing higher standards of quality control & methodology in order to effectively deliver carefully crafted cannabis products to an ever-thriving industry, one in which quantity is infinitely unmatched by quality.

We believe that the strain is only as good as the breeder. Paying homage to those who craft the fine genetics found in many farms & nurseries around the globe is something that is not done enough, and something that we are passionate about. We strive to grow these incredible genetics as they were meant to be grown, with time and care."
MOON ROCKS,https://ddd33q3967xhi.cloudfront.net/rkZy4YFZCgzFonkbc6a4CpqaeVo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fMGAdGdWews9bjlzEL9rBV8EFLIc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fFL7lvI6TLyxo88atnmPe_VVS%2bMOONROCKS.png,"Celestial OG bud, drenched in oil, then coated heavily in kief!",,VVS Pens,"Nothing beats being able to smoke almost anywhere and travel with technological elegance. Discreet. Smooth. Potent. Ultra Premium, Styled in different metallics platinum and variation of gold with the strain you want and need. Cartridges: $50, rechargeable pens: $20 and the disposable pens: (1 gram of cannabis oil) starting at $40 price point.

There is an overwhelming demand for #VVSPENS. The Vaporizer game deserved a much needed premium/luxury device. VVS pens will soon be all over the state of California. Later in Colorado, Washington and Oregon. Any clubs or dispensaries interested in carrying these pens, please contact via email: sales@vvspens.com."
MOON ROCKS - BLUEBERRY,https://ddd33q3967xhi.cloudfront.net/gamNLjQQkidkwWDJehKrrIscqqU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2ffwcPC5Y7PPaNJ6_kuMS7kmrFiOY%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fErGLOvVTdy5RxAkuvMsE_Moonrox.jpg,MOON ROCKS - BLUEBERRY,"Top shelf flower, soaked in premium wax mixed with solventless distillate and layered with golden kief.",THClear,"We are the industry leader in solventless distillate. We currently produce Disposable Pens, Cartridges, Honey Pots, Syringes, Edibles, Bath Salts, Joints, Shatter Sticks, THCA, Moon Rocks, Lava Rocks, Crumble, 50/50, and different types of battery kits!

For wholesale or product inquiries, please contact us at ezsupplycannabis@gmail.com."
